ID,Site Num,Date Local,NO2 Units,NO2 MEAN,O3 Units,O3 MEAN
2014-600,1103,3/16/2014,Parts per billion,25.717391,Parts per million,0.027667
2014-601,1103,3/17/2014,Parts per billion,24.83913,Parts per million,0.022792
2014-602,1103,3/17/2014,Parts per billion,24.83913,Parts per million,0.022792
2014-603,1103,3/17/2014,Parts per billion,24.83913,Parts per million,0.022792
2014-604,1103,3/17/2014,Parts per billion,24.83913,Parts per million,0.022792
2014-605,1103,3/17/2014,Parts per billion,24.83913,Parts per million,0.022792
2014-606,1103,3/17/2014,Parts per billion,24.83913,Parts per million,0.022792
2014-607,1103,3/17/2014,Parts per billion,24.83913,Parts per million,0.022792
2014-608,1103,3/17/2014,Parts per billion,24.83913,Parts per million,0.022792
2014-609,1103,3/18/2014,Parts per billion,15.913636,Parts per million,0.02725
2014-610,1103,3/18/2014,Parts per billion,15.913636,Parts per million,0.02725
2014-611,1103,3/18/2014,Parts per billion,15.913636,Parts per million,0.02725
2014-612,1103,3/18/2014,Parts per billion,15.913636,Parts per million,0.02725
2014-613,1103,3/18/2014,Parts per billion,15.913636,Parts per million,0.02725
2014-614,1103,3/18/2014,Parts per billion,15.913636,Parts per million,0.02725
2014-615,1103,3/18/2014,Parts per billion,15.913636,Parts per million,0.02725
2014-616,1103,3/18/2014,Parts per billion,15.913636,Parts per million,0.02725
2014-617,1103,3/19/2014,Parts per billion,25.991304,Parts per million,0.020417
2014-618,1103,3/19/2014,Parts per billion,25.991304,Parts per million,0.020417
2014-619,1103,3/19/2014,Parts per billion,25.991304,Parts per million,0.020417
2014-620,1103,3/19/2014,Parts per billion,25.991304,Parts per million,0.020417
2014-621,1103,3/19/2014,Parts per billion,25.991304,Parts per million,0.020417
2014-622,1103,3/19/2014,Parts per billion,25.991304,Parts per million,0.020417
2014-623,1103,3/19/2014,Parts per billion,25.991304,Parts per million,0.020417
2014-624,1103,3/19/2014,Parts per billion,25.991304,Parts per million,0.020417
2014-625,1103,3/20/2014,Parts per billion,22.63913,Parts per million,0.025
2014-626,1103,3/20/2014,Parts per billion,22.63913,Parts per million,0.025
2014-627,1103,3/20/2014,Parts per billion,22.63913,Parts per million,0.025
2014-628,1103,3/20/2014,Parts per billion,22.63913,Parts per million,0.025
2014-629,1103,3/20/2014,Parts per billion,22.63913,Parts per million,0.025
2014-630,1103,3/20/2014,Parts per billion,22.63913,Parts per million,0.025
2014-631,1103,3/20/2014,Parts per billion,22.63913,Parts per million,0.025
2014-632,1103,3/20/2014,Parts per billion,22.63913,Parts per million,0.025
2014-633,1103,3/21/2014,Parts per billion,13.017391,Parts per million,0.031917
2014-634,1103,3/21/2014,Parts per billion,13.017391,Parts per million,0.031917
2014-635,1103,3/21/2014,Parts per billion,13.017391,Parts per million,0.031917
2014-636,1103,3/21/2014,Parts per billion,13.017391,Parts per million,0.031917
2014-637,1103,3/21/2014,Parts per billion,13.017391,Parts per million,0.031917
2014-638,1103,3/21/2014,Parts per billion,13.017391,Parts per million,0.031917
2014-639,1103,3/21/2014,Parts per billion,13.017391,Parts per million,0.031917
2014-640,1103,3/21/2014,Parts per billion,13.017391,Parts per million,0.031917
2014-641,1103,3/22/2014,Parts per billion,9.918182,Parts per million,0.032708
2014-642,1103,3/22/2014,Parts per billion,9.918182,Parts per million,0.032708
2014-643,1103,3/22/2014,Parts per billion,9.918182,Parts per million,0.032708
2014-644,1103,3/22/2014,Parts per billion,9.918182,Parts per million,0.032708
2014-645,1103,3/22/2014,Parts per billion,9.918182,Parts per million,0.032708
2014-646,1103,3/22/2014,Parts per billion,9.918182,Parts per million,0.032708
2014-647,1103,3/22/2014,Parts per billion,9.918182,Parts per million,0.032708
2014-648,1103,3/22/2014,Parts per billion,9.918182,Parts per million,0.032708
2014-649,1103,3/23/2014,Parts per billion,12.540909,Parts per million,0.030167
2014-650,1103,3/23/2014,Parts per billion,12.540909,Parts per million,0.030167
2014-651,1103,3/23/2014,Parts per billion,12.540909,Parts per million,0.030167
2014-652,1103,3/23/2014,Parts per billion,12.540909,Parts per million,0.030167
2014-653,1103,3/23/2014,Parts per billion,12.540909,Parts per million,0.030167
2014-654,1103,3/23/2014,Parts per billion,12.540909,Parts per million,0.030167
2014-655,1103,3/23/2014,Parts per billion,12.540909,Parts per million,0.030167
2014-656,1103,3/23/2014,Parts per billion,12.540909,Parts per million,0.030167
2014-657,1103,3/24/2014,Parts per billion,12.663636,Parts per million,0.033208
2014-658,1103,3/24/2014,Parts per billion,12.663636,Parts per million,0.033208
2014-659,1103,3/24/2014,Parts per billion,12.663636,Parts per million,0.033208
2014-660,1103,3/24/2014,Parts per billion,12.663636,Parts per million,0.033208
2014-661,1103,3/24/2014,Parts per billion,12.663636,Parts per million,0.033208
2014-662,1103,3/24/2014,Parts per billion,12.663636,Parts per million,0.033208
2014-663,1103,3/24/2014,Parts per billion,12.663636,Parts per million,0.033208
2014-664,1103,3/24/2014,Parts per billion,12.663636,Parts per million,0.033208
2014-665,1103,3/25/2014,Parts per billion,13.936364,Parts per million,0.031833
2014-666,1103,3/25/2014,Parts per billion,13.936364,Parts per million,0.031833
2014-667,1103,3/25/2014,Parts per billion,13.936364,Parts per million,0.031833
2014-668,1103,3/25/2014,Parts per billion,13.936364,Parts per million,0.031833
2014-669,1103,3/25/2014,Parts per billion,13.936364,Parts per million,0.031833
2014-670,1103,3/25/2014,Parts per billion,13.936364,Parts per million,0.031833
2014-671,1103,3/25/2014,Parts per billion,13.936364,Parts per million,0.031833
2014-672,1103,3/25/2014,Parts per billion,13.936364,Parts per million,0.031833
2014-673,1103,3/26/2014,Parts per billion,7.143478,Parts per million,0.029875
2014-674,1103,3/26/2014,Parts per billion,7.143478,Parts per million,0.029875
2014-675,1103,3/26/2014,Parts per billion,7.143478,Parts per million,0.029875
2014-676,1103,3/26/2014,Parts per billion,7.143478,Parts per million,0.029875
2014-677,1103,3/26/2014,Parts per billion,7.143478,Parts per million,0.029875
2014-678,1103,3/26/2014,Parts per billion,7.143478,Parts per million,0.029875
2014-679,1103,3/26/2014,Parts per billion,7.143478,Parts per million,0.029875
2014-680,1103,3/26/2014,Parts per billion,7.143478,Parts per million,0.029875
2014-681,1103,3/27/2014,Parts per billion,17.408696,Parts per million,0.021625
2014-682,1103,3/27/2014,Parts per billion,17.408696,Parts per million,0.021625
2014-683,1103,3/27/2014,Parts per billion,17.408696,Parts per million,0.021625
2014-684,1103,3/27/2014,Parts per billion,17.408696,Parts per million,0.021625
2014-685,1103,3/27/2014,Parts per billion,17.408696,Parts per million,0.021625
2014-686,1103,3/27/2014,Parts per billion,17.408696,Parts per million,0.021625
2014-687,1103,3/27/2014,Parts per billion,17.408696,Parts per million,0.021625
2014-688,1103,3/27/2014,Parts per billion,17.408696,Parts per million,0.021625
2014-689,1103,3/28/2014,Parts per billion,16.586957,Parts per million,0.024333
2014-690,1103,3/28/2014,Parts per billion,16.586957,Parts per million,0.024333
2014-691,1103,3/28/2014,Parts per billion,16.586957,Parts per million,0.024333
2014-692,1103,3/28/2014,Parts per billion,16.586957,Parts per million,0.024333
2014-693,1103,3/28/2014,Parts per billion,16.586957,Parts per million,0.024333
2014-694,1103,3/28/2014,Parts per billion,16.586957,Parts per million,0.024333
2014-695,1103,3/28/2014,Parts per billion,16.586957,Parts per million,0.024333
2014-696,1103,3/28/2014,Parts per billion,16.586957,Parts per million,0.024333
2014-697,1103,3/29/2014,Parts per billion,18.426087,Parts per million,0.023208
2014-698,1103,3/29/2014,Parts per billion,18.426087,Parts per million,0.023208
2014-699,1103,3/29/2014,Parts per billion,18.426087,Parts per million,0.023208
2014-700,1103,3/29/2014,Parts per billion,18.426087,Parts per million,0.023208
2014-701,1103,3/29/2014,Parts per billion,18.426087,Parts per million,0.023208
2014-702,1103,3/29/2014,Parts per billion,18.426087,Parts per million,0.023208
2014-703,1103,3/29/2014,Parts per billion,18.426087,Parts per million,0.023208
2014-704,1103,3/29/2014,Parts per billion,18.426087,Parts per million,0.023208
2014-705,1103,3/30/2014,Parts per billion,9.056522,Parts per million,0.029042
2014-706,1103,3/30/2014,Parts per billion,9.056522,Parts per million,0.029042
2014-707,1103,3/30/2014,Parts per billion,9.056522,Parts per million,0.029042
2014-708,1103,3/30/2014,Parts per billion,9.056522,Parts per million,0.029042
2014-709,1103,3/30/2014,Parts per billion,9.056522,Parts per million,0.029042
2014-710,1103,3/30/2014,Parts per billion,9.056522,Parts per million,0.029042
2014-711,1103,3/30/2014,Parts per billion,9.056522,Parts per million,0.029042
2014-712,1103,3/30/2014,Parts per billion,9.056522,Parts per million,0.029042
2014-713,1103,3/31/2014,Parts per billion,11.226087,Parts per million,0.031375
2014-714,1103,3/31/2014,Parts per billion,11.226087,Parts per million,0.031375
2014-715,1103,3/31/2014,Parts per billion,11.226087,Parts per million,0.031375
2014-716,1103,3/31/2014,Parts per billion,11.226087,Parts per million,0.031375
2014-717,1103,3/31/2014,Parts per billion,11.226087,Parts per million,0.031375
2014-718,1103,3/31/2014,Parts per billion,11.226087,Parts per million,0.031375
2014-719,1103,3/31/2014,Parts per billion,11.226087,Parts per million,0.031375
2014-720,1103,3/31/2014,Parts per billion,11.226087,Parts per million,0.031375
2014-721,1103,4/1/2014,Parts per billion,7.759091,Parts per million,0.036208
2014-722,1103,4/1/2014,Parts per billion,7.759091,Parts per million,0.036208
2014-723,1103,4/1/2014,Parts per billion,7.759091,Parts per million,0.036208
2014-724,1103,4/1/2014,Parts per billion,7.759091,Parts per million,0.036208
2014-725,1103,4/1/2014,Parts per billion,7.759091,Parts per million,0.036208
2014-726,1103,4/1/2014,Parts per billion,7.759091,Parts per million,0.036208
2014-727,1103,4/1/2014,Parts per billion,7.759091,Parts per million,0.036208
2014-728,1103,4/1/2014,Parts per billion,7.759091,Parts per million,0.036208
2014-729,1103,4/2/2014,Parts per billion,11.613636,Parts per million,0.025417
2014-730,1103,4/2/2014,Parts per billion,11.613636,Parts per million,0.025417
2014-731,1103,4/2/2014,Parts per billion,11.613636,Parts per million,0.025417
2014-732,1103,4/2/2014,Parts per billion,11.613636,Parts per million,0.025417
2014-733,1103,4/2/2014,Parts per billion,11.613636,Parts per million,0.025417
2014-734,1103,4/2/2014,Parts per billion,11.613636,Parts per million,0.025417
2014-735,1103,4/2/2014,Parts per billion,11.613636,Parts per million,0.025417
2014-736,1103,4/2/2014,Parts per billion,11.613636,Parts per million,0.025417
2014-737,1103,4/3/2014,Parts per billion,17.813636,Parts per million,0.022167
2014-738,1103,4/3/2014,Parts per billion,17.813636,Parts per million,0.022167
2014-739,1103,4/3/2014,Parts per billion,17.813636,Parts per million,0.022167
2014-740,1103,4/3/2014,Parts per billion,17.813636,Parts per million,0.022167
2014-741,1103,4/3/2014,Parts per billion,17.813636,Parts per million,0.022167
2014-742,1103,4/3/2014,Parts per billion,17.813636,Parts per million,0.022167
2014-743,1103,4/3/2014,Parts per billion,17.813636,Parts per million,0.022167
2014-744,1103,4/3/2014,Parts per billion,17.813636,Parts per million,0.022167
2014-745,1103,4/4/2014,Parts per billion,17.986957,Parts per million,0.024292
2014-746,1103,4/4/2014,Parts per billion,17.986957,Parts per million,0.024292
2014-747,1103,4/4/2014,Parts per billion,17.986957,Parts per million,0.024292
2014-748,1103,4/4/2014,Parts per billion,17.986957,Parts per million,0.024292
2014-749,1103,4/4/2014,Parts per billion,17.986957,Parts per million,0.024292
2014-750,1103,4/4/2014,Parts per billion,17.986957,Parts per million,0.024292
2014-751,1103,4/4/2014,Parts per billion,17.986957,Parts per million,0.024292
2014-752,1103,4/4/2014,Parts per billion,17.986957,Parts per million,0.024292
2014-753,1103,4/5/2014,Parts per billion,13.521739,Parts per million,0.02425
2014-754,1103,4/5/2014,Parts per billion,13.521739,Parts per million,0.02425
2014-755,1103,4/5/2014,Parts per billion,13.521739,Parts per million,0.02425
2014-756,1103,4/5/2014,Parts per billion,13.521739,Parts per million,0.02425
2014-757,1103,4/5/2014,Parts per billion,13.521739,Parts per million,0.02425
2014-758,1103,4/5/2014,Parts per billion,13.521739,Parts per million,0.02425
2014-759,1103,4/5/2014,Parts per billion,13.521739,Parts per million,0.02425
2014-760,1103,4/5/2014,Parts per billion,13.521739,Parts per million,0.02425
2014-761,1103,4/6/2014,Parts per billion,21.308696,Parts per million,0.022292
2014-762,1103,4/6/2014,Parts per billion,21.308696,Parts per million,0.022292
2014-763,1103,4/6/2014,Parts per billion,21.308696,Parts per million,0.022292
2014-764,1103,4/6/2014,Parts per billion,21.308696,Parts per million,0.022292
2014-765,1103,4/6/2014,Parts per billion,21.308696,Parts per million,0.022292
2014-766,1103,4/6/2014,Parts per billion,21.308696,Parts per million,0.022292
2014-767,1103,4/6/2014,Parts per billion,21.308696,Parts per million,0.022292
2014-768,1103,4/6/2014,Parts per billion,21.308696,Parts per million,0.022292
2014-769,1103,4/7/2014,Parts per billion,31.240909,Parts per million,0.023333
2014-770,1103,4/7/2014,Parts per billion,31.240909,Parts per million,0.023333
2014-771,1103,4/7/2014,Parts per billion,31.240909,Parts per million,0.023333
2014-772,1103,4/7/2014,Parts per billion,31.240909,Parts per million,0.023333
2014-773,1103,4/7/2014,Parts per billion,31.240909,Parts per million,0.023333
2014-774,1103,4/7/2014,Parts per billion,31.240909,Parts per million,0.023333
2014-775,1103,4/7/2014,Parts per billion,31.240909,Parts per million,0.023333
2014-776,1103,4/7/2014,Parts per billion,31.240909,Parts per million,0.023333
2014-777,1103,4/8/2014,Parts per billion,35.286364,Parts per million,0.023083
2014-778,1103,4/8/2014,Parts per billion,35.286364,Parts per million,0.023083
2014-779,1103,4/8/2014,Parts per billion,35.286364,Parts per million,0.023083
2014-780,1103,4/8/2014,Parts per billion,35.286364,Parts per million,0.023083
2014-781,1103,4/8/2014,Parts per billion,35.286364,Parts per million,0.023083
2014-782,1103,4/8/2014,Parts per billion,35.286364,Parts per million,0.023083
2014-783,1103,4/8/2014,Parts per billion,35.286364,Parts per million,0.023083
2014-784,1103,4/8/2014,Parts per billion,35.286364,Parts per million,0.023083
2014-785,1103,4/9/2014,Parts per billion,33.252174,Parts per million,0.022
2014-786,1103,4/9/2014,Parts per billion,33.252174,Parts per million,0.022
2014-787,1103,4/9/2014,Parts per billion,33.252174,Parts per million,0.022
2014-788,1103,4/9/2014,Parts per billion,33.252174,Parts per million,0.022
2014-789,1103,4/9/2014,Parts per billion,33.252174,Parts per million,0.022
2014-790,1103,4/9/2014,Parts per billion,33.252174,Parts per million,0.022
2014-791,1103,4/9/2014,Parts per billion,33.252174,Parts per million,0.022
2014-792,1103,4/9/2014,Parts per billion,33.252174,Parts per million,0.022
2014-793,1103,4/10/2014,Parts per billion,39.077273,Parts per million,0.017542
2014-794,1103,4/10/2014,Parts per billion,39.077273,Parts per million,0.017542
2014-795,1103,4/10/2014,Parts per billion,39.077273,Parts per million,0.017542
2014-796,1103,4/10/2014,Parts per billion,39.077273,Parts per million,0.017542
2014-797,1103,4/10/2014,Parts per billion,39.077273,Parts per million,0.017542
2014-798,1103,4/10/2014,Parts per billion,39.077273,Parts per million,0.017542
2014-799,1103,4/10/2014,Parts per billion,39.077273,Parts per million,0.017542
2014-800,1103,4/10/2014,Parts per billion,39.077273,Parts per million,0.017542
2014-801,1103,4/11/2014,Parts per billion,18.46875,Parts per million,0.031385
2014-802,1103,4/11/2014,Parts per billion,18.46875,Parts per million,0.031385
2014-803,1103,4/11/2014,Parts per billion,18.46875,Parts per million,0.031385
2014-804,1103,4/11/2014,Parts per billion,18.46875,Parts per million,0.031385
2014-805,1103,4/11/2014,Parts per billion,18.46875,Parts per million,0.031385
2014-806,1103,4/11/2014,Parts per billion,18.46875,Parts per million,0.031385
2014-807,1103,4/11/2014,Parts per billion,18.46875,Parts per million,0.031385
2014-808,1103,4/11/2014,Parts per billion,18.46875,Parts per million,0.031385
2014-809,1103,4/12/2014,Parts per billion,7.608696,Parts per million,0.035417
2014-810,1103,4/12/2014,Parts per billion,7.608696,Parts per million,0.035417
2014-811,1103,4/12/2014,Parts per billion,7.608696,Parts per million,0.035417
2014-812,1103,4/12/2014,Parts per billion,7.608696,Parts per million,0.035417
2014-813,1103,4/12/2014,Parts per billion,7.608696,Parts per million,0.035417
2014-814,1103,4/12/2014,Parts per billion,7.608696,Parts per million,0.035417
2014-815,1103,4/12/2014,Parts per billion,7.608696,Parts per million,0.035417
2014-816,1103,4/12/2014,Parts per billion,7.608696,Parts per million,0.035417
2014-817,1103,4/13/2014,Parts per billion,8.272727,Parts per million,0.031458
2014-818,1103,4/13/2014,Parts per billion,8.272727,Parts per million,0.031458
2014-819,1103,4/13/2014,Parts per billion,8.272727,Parts per million,0.031458
2014-820,1103,4/13/2014,Parts per billion,8.272727,Parts per million,0.031458
2014-821,1103,4/13/2014,Parts per billion,8.272727,Parts per million,0.031458
2014-822,1103,4/13/2014,Parts per billion,8.272727,Parts per million,0.031458
2014-823,1103,4/13/2014,Parts per billion,8.272727,Parts per million,0.031458
2014-824,1103,4/13/2014,Parts per billion,8.272727,Parts per million,0.031458
2014-825,1103,4/14/2014,Parts per billion,24.222727,Parts per million,0.02275
2014-826,1103,4/14/2014,Parts per billion,24.222727,Parts per million,0.02275
2014-827,1103,4/14/2014,Parts per billion,24.222727,Parts per million,0.02275
2014-828,1103,4/14/2014,Parts per billion,24.222727,Parts per million,0.02275
2014-829,1103,4/14/2014,Parts per billion,24.222727,Parts per million,0.02275
2014-830,1103,4/14/2014,Parts per billion,24.222727,Parts per million,0.02275
2014-831,1103,4/14/2014,Parts per billion,24.222727,Parts per million,0.02275
2014-832,1103,4/14/2014,Parts per billion,24.222727,Parts per million,0.02275
2014-833,1103,4/15/2014,Parts per billion,21.144444,Parts per million,0.023867
2014-834,1103,4/15/2014,Parts per billion,21.144444,Parts per million,0.023867
2014-835,1103,4/15/2014,Parts per billion,21.144444,Parts per million,0.023867
2014-836,1103,4/15/2014,Parts per billion,21.144444,Parts per million,0.023867
2014-837,1103,4/15/2014,Parts per billion,21.144444,Parts per million,0.023867
2014-838,1103,4/15/2014,Parts per billion,21.144444,Parts per million,0.023867
2014-839,1103,4/15/2014,Parts per billion,21.144444,Parts per million,0.023867
2014-840,1103,4/15/2014,Parts per billion,21.144444,Parts per million,0.023867
2014-841,1103,4/16/2014,Parts per billion,16.69375,Parts per million,0.031
2014-842,1103,4/16/2014,Parts per billion,16.69375,Parts per million,0.031
2014-843,1103,4/16/2014,Parts per billion,16.69375,Parts per million,0.031
2014-844,1103,4/16/2014,Parts per billion,16.69375,Parts per million,0.031
2014-845,1103,4/16/2014,Parts per billion,16.69375,Parts per million,0.031
2014-846,1103,4/16/2014,Parts per billion,16.69375,Parts per million,0.031
2014-847,1103,4/16/2014,Parts per billion,16.69375,Parts per million,0.031
2014-848,1103,4/16/2014,Parts per billion,16.69375,Parts per million,0.031
2014-849,1103,4/17/2014,Parts per billion,13.718182,Parts per million,0.033875
2014-850,1103,4/17/2014,Parts per billion,13.718182,Parts per million,0.033875
2014-851,1103,4/17/2014,Parts per billion,13.718182,Parts per million,0.033875
2014-852,1103,4/17/2014,Parts per billion,13.718182,Parts per million,0.033875
2014-853,1103,4/17/2014,Parts per billion,13.718182,Parts per million,0.033875
2014-854,1103,4/17/2014,Parts per billion,13.718182,Parts per million,0.033875
2014-855,1103,4/17/2014,Parts per billion,13.718182,Parts per million,0.033875
2014-856,1103,4/17/2014,Parts per billion,13.718182,Parts per million,0.033875
2014-857,1103,4/18/2014,Parts per billion,11.795238,Parts per million,0.02815
2014-858,1103,4/18/2014,Parts per billion,11.795238,Parts per million,0.02815
2014-859,1103,4/18/2014,Parts per billion,11.795238,Parts per million,0.02815
2014-860,1103,4/18/2014,Parts per billion,11.795238,Parts per million,0.02815
2014-861,1103,4/18/2014,Parts per billion,11.795238,Parts per million,0.02815
2014-862,1103,4/18/2014,Parts per billion,11.795238,Parts per million,0.02815
2014-863,1103,4/18/2014,Parts per billion,11.795238,Parts per million,0.02815
2014-864,1103,4/18/2014,Parts per billion,11.795238,Parts per million,0.02815
2014-865,1103,4/19/2014,Parts per billion,15.681818,Parts per million,0.028333
2014-866,1103,4/19/2014,Parts per billion,15.681818,Parts per million,0.028333
2014-867,1103,4/19/2014,Parts per billion,15.681818,Parts per million,0.028333
2014-868,1103,4/19/2014,Parts per billion,15.681818,Parts per million,0.028333
2014-869,1103,4/19/2014,Parts per billion,15.681818,Parts per million,0.028333
2014-870,1103,4/19/2014,Parts per billion,15.681818,Parts per million,0.028333
2014-871,1103,4/19/2014,Parts per billion,15.681818,Parts per million,0.028333
2014-872,1103,4/19/2014,Parts per billion,15.681818,Parts per million,0.028333
2014-873,1103,4/20/2014,Parts per billion,13.090909,Parts per million,0.030875
2014-874,1103,4/20/2014,Parts per billion,13.090909,Parts per million,0.030875
2014-875,1103,4/20/2014,Parts per billion,13.090909,Parts per million,0.030875
2014-876,1103,4/20/2014,Parts per billion,13.090909,Parts per million,0.030875
2014-877,1103,4/20/2014,Parts per billion,13.090909,Parts per million,0.030875
2014-878,1103,4/20/2014,Parts per billion,13.090909,Parts per million,0.030875
2014-879,1103,4/20/2014,Parts per billion,13.090909,Parts per million,0.030875
2014-880,1103,4/20/2014,Parts per billion,13.090909,Parts per million,0.030875
2014-881,1103,4/21/2014,Parts per billion,19.245,Parts per million,0.029714
2014-882,1103,4/21/2014,Parts per billion,19.245,Parts per million,0.029714
2014-883,1103,4/21/2014,Parts per billion,19.245,Parts per million,0.029714
2014-884,1103,4/21/2014,Parts per billion,19.245,Parts per million,0.029714
2014-885,1103,4/21/2014,Parts per billion,19.245,Parts per million,0.029714
2014-886,1103,4/21/2014,Parts per billion,19.245,Parts per million,0.029714
2014-887,1103,4/21/2014,Parts per billion,19.245,Parts per million,0.029714
2014-888,1103,4/21/2014,Parts per billion,19.245,Parts per million,0.029714
2014-889,1103,4/22/2014,Parts per billion,14.877273,Parts per million,0.028792
2014-890,1103,4/22/2014,Parts per billion,14.877273,Parts per million,0.028792
2014-891,1103,4/22/2014,Parts per billion,14.877273,Parts per million,0.028792
2014-892,1103,4/22/2014,Parts per billion,14.877273,Parts per million,0.028792
2014-893,1103,4/22/2014,Parts per billion,14.877273,Parts per million,0.028792
2014-894,1103,4/22/2014,Parts per billion,14.877273,Parts per million,0.028792
2014-895,1103,4/22/2014,Parts per billion,14.877273,Parts per million,0.028792
2014-896,1103,4/22/2014,Parts per billion,14.877273,Parts per million,0.028792
2014-897,1103,4/23/2014,Parts per billion,17.442857,Parts per million,0.030048
2014-898,1103,4/23/2014,Parts per billion,17.442857,Parts per million,0.030048
2014-899,1103,4/23/2014,Parts per billion,17.442857,Parts per million,0.030048
2014-900,1103,4/23/2014,Parts per billion,17.442857,Parts per million,0.030048
2014-901,1103,4/23/2014,Parts per billion,17.442857,Parts per million,0.030048
2014-902,1103,4/23/2014,Parts per billion,17.442857,Parts per million,0.030048
2014-903,1103,4/23/2014,Parts per billion,17.442857,Parts per million,0.030048
2014-904,1103,4/23/2014,Parts per billion,17.442857,Parts per million,0.030048
2014-905,1103,4/24/2014,Parts per billion,24.009091,Parts per million,0.031
2014-906,1103,4/24/2014,Parts per billion,24.009091,Parts per million,0.031
2014-907,1103,4/24/2014,Parts per billion,24.009091,Parts per million,0.031
2014-908,1103,4/24/2014,Parts per billion,24.009091,Parts per million,0.031
2014-909,1103,4/24/2014,Parts per billion,24.009091,Parts per million,0.031
2014-910,1103,4/24/2014,Parts per billion,24.009091,Parts per million,0.031
2014-911,1103,4/24/2014,Parts per billion,24.009091,Parts per million,0.031
2014-912,1103,4/24/2014,Parts per billion,24.009091,Parts per million,0.031
2014-913,1103,4/25/2014,Parts per billion,11.454545,Parts per million,0.035042
2014-914,1103,4/25/2014,Parts per billion,11.454545,Parts per million,0.035042
2014-915,1103,4/25/2014,Parts per billion,11.454545,Parts per million,0.035042
2014-916,1103,4/25/2014,Parts per billion,11.454545,Parts per million,0.035042
2014-917,1103,4/25/2014,Parts per billion,11.454545,Parts per million,0.035042
2014-918,1103,4/25/2014,Parts per billion,11.454545,Parts per million,0.035042
2014-919,1103,4/25/2014,Parts per billion,11.454545,Parts per million,0.035042
2014-920,1103,4/25/2014,Parts per billion,11.454545,Parts per million,0.035042
2014-921,1103,4/26/2014,Parts per billion,9.077273,Parts per million,0.03275
2014-922,1103,4/26/2014,Parts per billion,9.077273,Parts per million,0.03275
2014-923,1103,4/26/2014,Parts per billion,9.077273,Parts per million,0.03275
2014-924,1103,4/26/2014,Parts per billion,9.077273,Parts per million,0.03275
2014-925,1103,4/26/2014,Parts per billion,9.077273,Parts per million,0.03275
2014-926,1103,4/26/2014,Parts per billion,9.077273,Parts per million,0.03275
2014-927,1103,4/26/2014,Parts per billion,9.077273,Parts per million,0.03275
2014-928,1103,4/26/2014,Parts per billion,9.077273,Parts per million,0.03275
2014-929,1103,4/27/2014,Parts per billion,10.172727,Parts per million,0.028583
2014-930,1103,4/27/2014,Parts per billion,10.172727,Parts per million,0.028583
2014-931,1103,4/27/2014,Parts per billion,10.172727,Parts per million,0.028583
2014-932,1103,4/27/2014,Parts per billion,10.172727,Parts per million,0.028583
2014-933,1103,4/27/2014,Parts per billion,10.172727,Parts per million,0.028583
2014-934,1103,4/27/2014,Parts per billion,10.172727,Parts per million,0.028583
2014-935,1103,4/27/2014,Parts per billion,10.172727,Parts per million,0.028583
2014-936,1103,4/27/2014,Parts per billion,10.172727,Parts per million,0.028583
2014-937,1103,4/28/2014,Parts per billion,26.968182,Parts per million,0.020083
2014-938,1103,4/28/2014,Parts per billion,26.968182,Parts per million,0.020083
2014-939,1103,4/28/2014,Parts per billion,26.968182,Parts per million,0.020083
2014-940,1103,4/28/2014,Parts per billion,26.968182,Parts per million,0.020083
2014-941,1103,4/28/2014,Parts per billion,26.968182,Parts per million,0.020083
2014-942,1103,4/28/2014,Parts per billion,26.968182,Parts per million,0.020083
2014-943,1103,4/28/2014,Parts per billion,26.968182,Parts per million,0.020083
2014-944,1103,4/28/2014,Parts per billion,26.968182,Parts per million,0.020083
2014-945,1103,4/29/2014,Parts per billion,36.163636,Parts per million,0.025833
2014-946,1103,4/29/2014,Parts per billion,36.163636,Parts per million,0.025833
2014-947,1103,4/29/2014,Parts per billion,36.163636,Parts per million,0.025833
2014-948,1103,4/29/2014,Parts per billion,36.163636,Parts per million,0.025833
2014-949,1103,4/29/2014,Parts per billion,36.163636,Parts per million,0.025833
2014-950,1103,4/29/2014,Parts per billion,36.163636,Parts per million,0.025833
2014-951,1103,4/29/2014,Parts per billion,36.163636,Parts per million,0.025833
2014-952,1103,4/29/2014,Parts per billion,36.163636,Parts per million,0.025833
2014-953,1103,4/30/2014,Parts per billion,41.504545,Parts per million,0.02725
2014-954,1103,4/30/2014,Parts per billion,41.504545,Parts per million,0.02725
2014-955,1103,4/30/2014,Parts per billion,41.504545,Parts per million,0.02725
2014-956,1103,4/30/2014,Parts per billion,41.504545,Parts per million,0.02725
2014-957,1103,4/30/2014,Parts per billion,41.504545,Parts per million,0.02725
2014-958,1103,4/30/2014,Parts per billion,41.504545,Parts per million,0.02725
2014-959,1103,4/30/2014,Parts per billion,41.504545,Parts per million,0.02725
2014-960,1103,4/30/2014,Parts per billion,41.504545,Parts per million,0.02725
2014-961,1103,5/1/2014,Parts per billion,33.863636,Parts per million,0.028417
2014-962,1103,5/1/2014,Parts per billion,33.863636,Parts per million,0.028417
2014-963,1103,5/1/2014,Parts per billion,33.863636,Parts per million,0.028417
2014-964,1103,5/1/2014,Parts per billion,33.863636,Parts per million,0.028417
2014-965,1103,5/1/2014,Parts per billion,33.863636,Parts per million,0.028417
2014-966,1103,5/1/2014,Parts per billion,33.863636,Parts per million,0.028417
2014-967,1103,5/1/2014,Parts per billion,33.863636,Parts per million,0.028417
