,Site Num,Date Local,NO2 Units,NO2 MEAN
4917,5005,9/10/2013,Parts per billion,3.5909089999999995
4921,5005,9/11/2013,Parts per billion,3.44
4925,5005,9/12/2013,Parts per billion,5.857143
4929,5005,9/13/2013,Parts per billion,5.978947
4933,5005,9/14/2013,Parts per billion,5.6272730000000015
4937,5005,9/15/2013,Parts per billion,11.022727
4941,5005,9/16/2013,Parts per billion,6.922727
4945,5005,9/17/2013,Parts per billion,10.363636
4949,5005,9/18/2013,Parts per billion,5.947619
4953,5005,9/19/2013,Parts per billion,7.733333
4957,5005,9/20/2013,Parts per billion,3.531818
4961,5005,9/21/2013,Parts per billion,2.527273
4965,5005,9/22/2013,Parts per billion,7.468182
4969,5005,9/23/2013,Parts per billion,13.718182
4973,5005,9/24/2013,Parts per billion,13.363635999999998
4977,5005,9/25/2013,Parts per billion,7.9954550000000015
4981,5005,9/26/2013,Parts per billion,7.640909
4985,5005,9/27/2013,Parts per billion,24.02381
4989,5005,9/28/2013,Parts per billion,22.822727
4993,5005,9/29/2013,Parts per billion,19.272727
4997,5005,9/30/2013,Parts per billion,18.668182
5001,5005,10/1/2013,Parts per billion,14.845455
5005,5005,10/2/2013,Parts per billion,5.954545
5009,5005,10/3/2013,Parts per billion,4.666667
5013,5005,10/4/2013,Parts per billion,18.536364000000006
5017,5005,10/5/2013,Parts per billion,26.4
5021,5005,10/6/2013,Parts per billion,21.059091
5025,5005,10/7/2013,Parts per billion,21.531818
5029,5005,10/8/2013,Parts per billion,8.390476
5033,5005,10/9/2013,Parts per billion,4.736364
5037,5005,10/10/2013,Parts per billion,13.942857
5041,5005,10/11/2013,Parts per billion,14.277273
5045,5005,10/12/2013,Parts per billion,11.4
5049,5005,10/13/2013,Parts per billion,6.109524
5053,5005,10/14/2013,Parts per billion,15.32381
5057,5005,10/15/2013,Parts per billion,26.454545
5061,5005,10/16/2013,Parts per billion,20.119048
5065,5005,10/17/2013,Parts per billion,28.077273
5069,5005,10/18/2013,Parts per billion,26.213636
5073,5005,10/19/2013,Parts per billion,22.861905
5077,5005,10/20/2013,Parts per billion,13.477273
5081,5005,10/21/2013,Parts per billion,10.8
5085,5005,10/22/2013,Parts per billion,10.363636
5089,5005,10/23/2013,Parts per billion,4.7454550000000015
5093,5005,10/24/2013,Parts per billion,4.718182
5097,5005,10/25/2013,Parts per billion,8.843478
5101,5005,10/26/2013,Parts per billion,12.782609
5105,5005,10/27/2013,Parts per billion,16.331818
5109,5005,10/28/2013,Parts per billion,2.936364
5113,5005,10/29/2013,Parts per billion,11.422727
5117,5005,10/30/2013,Parts per billion,14.952381
5121,5005,10/31/2013,Parts per billion,21.280952
5125,5005,11/1/2013,Parts per billion,34.690476000000004
5129,5005,11/2/2013,Parts per billion,23.563636
5133,5005,11/3/2013,Parts per billion,8.740909
5137,5005,11/4/2013,Parts per billion,11.045455
5141,5005,11/5/2013,Parts per billion,22.838095000000006
5145,5005,11/6/2013,Parts per billion,22.363636
5149,5005,11/7/2013,Parts per billion,20.427273
5153,5005,11/8/2013,Parts per billion,24.104545
5157,5005,11/9/2013,Parts per billion,16.430435
5161,5005,11/10/2013,Parts per billion,23.23913
5165,5005,11/11/2013,Parts per billion,26.76087
5169,5005,11/12/2013,Parts per billion,27.366667
5173,5005,11/13/2013,Parts per billion,33.42381
5177,5005,11/14/2013,Parts per billion,20.96087
5181,5005,11/15/2013,Parts per billion,12.563636
5185,5005,11/16/2013,Parts per billion,9.281818
5189,5005,11/17/2013,Parts per billion,14.886364000000002
5193,5005,11/18/2013,Parts per billion,15.340909
5197,5005,11/19/2013,Parts per billion,6.7727270000000015
5201,5005,11/20/2013,Parts per billion,14.419048000000002
5205,5005,11/21/2013,Parts per billion,9.842857
5209,5005,11/22/2013,Parts per billion,17.863636
5213,5005,11/23/2013,Parts per billion,19.552381
5217,5005,11/24/2013,Parts per billion,14.295238
5221,5005,11/25/2013,Parts per billion,24.5
5225,5005,11/26/2013,Parts per billion,38.62
5229,5005,11/27/2013,Parts per billion,31.219048
5233,5005,11/28/2013,Parts per billion,25.190476
5237,5005,11/29/2013,Parts per billion,29.172727
5241,5005,11/30/2013,Parts per billion,19.963636
5245,5005,12/1/2013,Parts per billion,21.772727
5249,5005,12/2/2013,Parts per billion,34.636364
5253,5005,12/3/2013,Parts per billion,20.618182
5257,5005,12/4/2013,Parts per billion,14.082609
5261,5005,12/5/2013,Parts per billion,24.6
5265,5005,12/6/2013,Parts per billion,24.604348
5269,5005,12/7/2013,Parts per billion,20.240909
5273,5005,12/8/2013,Parts per billion,16.845454999999998
5277,5005,12/9/2013,Parts per billion,21.813636
5281,5005,12/10/2013,Parts per billion,22.481818
5285,5005,12/11/2013,Parts per billion,21.768421
5289,5005,12/12/2013,Parts per billion,29.113636
5293,5005,12/13/2013,Parts per billion,29.995455
5297,5005,12/14/2013,Parts per billion,35.004545
5301,5005,12/15/2013,Parts per billion,22.156522
5305,5005,12/16/2013,Parts per billion,17.917391000000006
5309,5005,12/17/2013,Parts per billion,22.657143
5313,5005,12/18/2013,Parts per billion,17.578260999999998
5317,5005,12/19/2013,Parts per billion,13.691304
5321,5005,12/20/2013,Parts per billion,29.065217
5325,5005,12/21/2013,Parts per billion,25.282609
5329,5005,12/22/2013,Parts per billion,24.547826
5333,5005,12/23/2013,Parts per billion,28.4
5337,5005,12/24/2013,Parts per billion,21.118182
5341,5005,12/25/2013,Parts per billion,24.978261
5345,5005,12/26/2013,Parts per billion,27.482609000000004
5349,5005,12/27/2013,Parts per billion,29.452174
5353,5005,12/28/2013,Parts per billion,32.786364
5357,5005,12/29/2013,Parts per billion,25.927273
5361,5005,12/30/2013,Parts per billion,33.952381
5365,5005,12/31/2013,Parts per billion,30.714286
5369,1103,1/1/2014,Parts per billion,51.871429
5377,1103,1/2/2014,Parts per billion,38.5
5385,1103,1/3/2014,Parts per billion,48.228571
5393,1103,1/4/2014,Parts per billion,43.280952
5401,1103,1/5/2014,Parts per billion,35.109524
5409,1103,1/6/2014,Parts per billion,39.55454500000001
5417,1103,1/7/2014,Parts per billion,46.533333
5425,1103,1/8/2014,Parts per billion,44.628571
5433,1103,1/9/2014,Parts per billion,31.314286
5441,1103,1/10/2014,Parts per billion,40.74
5449,1103,1/11/2014,Parts per billion,36.571429
5457,1103,1/12/2014,Parts per billion,34.361905
5465,1103,1/13/2014,Parts per billion,38.814286
5473,1103,1/14/2014,Parts per billion,46.152381
5481,1103,1/15/2014,Parts per billion,46.495238
5489,1103,1/16/2014,Parts per billion,46.438095
5497,1103,1/17/2014,Parts per billion,38.904762
5505,1103,1/18/2014,Parts per billion,40.071429
5513,1103,1/19/2014,Parts per billion,38.542857
5521,1103,1/20/2014,Parts per billion,41.938095
5529,1103,1/21/2014,Parts per billion,45.866667
5537,1103,1/22/2014,Parts per billion,45.409524
5545,1103,1/23/2014,Parts per billion,45.371429
5553,1103,1/24/2014,Parts per billion,44.561905
5561,1103,1/25/2014,Parts per billion,38.371429
5569,1103,1/26/2014,Parts per billion,29.504762
5577,1103,1/27/2014,Parts per billion,32.880952
5585,1103,1/28/2014,Parts per billion,39.980952
5593,1103,1/29/2014,Parts per billion,46.05
5601,1103,1/30/2014,Parts per billion,20.038095
5609,1103,1/31/2014,Parts per billion,14.29375
5617,1103,2/1/2014,Parts per billion,16.085714000000007
5625,1103,2/2/2014,Parts per billion,15.466667
5633,1103,2/3/2014,Parts per billion,21.085714000000007
5641,1103,2/4/2014,Parts per billion,29.911765000000006
5649,1103,2/5/2014,Parts per billion,23.62381
5657,1103,2/6/2014,Parts per billion,31.94375
5665,1103,2/7/2014,Parts per billion,21.075
5673,1103,2/8/2014,Parts per billion,18.685714
5681,1103,2/9/2014,Parts per billion,16.609091
5689,1103,2/10/2014,Parts per billion,27.057143
5697,1103,2/11/2014,Parts per billion,35.761905
5705,1103,2/12/2014,Parts per billion,41.755
5713,1103,2/13/2014,Parts per billion,47.480952
5721,1103,2/14/2014,Parts per billion,53.07619
5729,1103,2/15/2014,Parts per billion,50.43333300000001
5737,1103,2/16/2014,Parts per billion,34.638095
5745,1103,2/17/2014,Parts per billion,30.37619
5753,1103,2/18/2014,Parts per billion,20.785714
5761,1103,2/19/2014,Parts per billion,23.947619
5769,1103,2/20/2014,Parts per billion,36.581818
5777,1103,2/21/2014,Parts per billion,40.05
5785,1103,2/22/2014,Parts per billion,37.722727
5793,1103,2/23/2014,Parts per billion,27.386364
5801,1103,2/24/2014,Parts per billion,25.918182
5809,1103,2/25/2014,Parts per billion,17.971429
5817,1103,2/26/2014,Parts per billion,17.08
5825,1103,2/27/2014,Parts per billion,15.2
5833,1103,2/28/2014,Parts per billion,14.05
5841,1103,3/1/2014,Parts per billion,15.404545
5849,1103,3/2/2014,Parts per billion,11.872727
5857,1103,3/3/2014,Parts per billion,18.822727
5865,1103,3/4/2014,Parts per billion,23.519048
5873,1103,3/5/2014,Parts per billion,27.007143
5881,1103,3/6/2014,Parts per billion,21.525
5889,1103,3/7/2014,Parts per billion,24.663636
5897,1103,3/8/2014,Parts per billion,25.113636
5905,1103,3/9/2014,Parts per billion,16.213635999999994
5913,1103,3/10/2014,Parts per billion,28.331818
5921,1103,3/11/2014,Parts per billion,30.536364000000006
5929,1103,3/12/2014,Parts per billion,17.568182
5937,1103,3/13/2014,Parts per billion,14.7
5945,1103,3/14/2014,Parts per billion,22.234783
5953,1103,3/15/2014,Parts per billion,23.86087
5961,1103,3/16/2014,Parts per billion,25.717391
5969,1103,3/17/2014,Parts per billion,24.83913
5977,1103,3/18/2014,Parts per billion,15.913636
5985,1103,3/19/2014,Parts per billion,25.991304
5993,1103,3/20/2014,Parts per billion,22.63913
6001,1103,3/21/2014,Parts per billion,13.017391
6009,1103,3/22/2014,Parts per billion,9.918182
6017,1103,3/23/2014,Parts per billion,12.540909
6025,1103,3/24/2014,Parts per billion,12.663636
6033,1103,3/25/2014,Parts per billion,13.936364
6041,1103,3/26/2014,Parts per billion,7.143478
6049,1103,3/27/2014,Parts per billion,17.408696
6057,1103,3/28/2014,Parts per billion,16.586957
6065,1103,3/29/2014,Parts per billion,18.426087
6073,1103,3/30/2014,Parts per billion,9.056522
6081,1103,3/31/2014,Parts per billion,11.226087
6089,1103,4/1/2014,Parts per billion,7.7590910000000015
6097,1103,4/2/2014,Parts per billion,11.613636
6105,1103,4/3/2014,Parts per billion,17.813636
6113,1103,4/4/2014,Parts per billion,17.986957
6121,1103,4/5/2014,Parts per billion,13.521739000000002
6129,1103,4/6/2014,Parts per billion,21.308696
6137,1103,4/7/2014,Parts per billion,31.240909
6145,1103,4/8/2014,Parts per billion,35.286364
6153,1103,4/9/2014,Parts per billion,33.252174
6161,1103,4/10/2014,Parts per billion,39.077273
6169,1103,4/11/2014,Parts per billion,18.46875
6177,1103,4/12/2014,Parts per billion,7.608696000000001
6185,1103,4/13/2014,Parts per billion,8.272727
6193,1103,4/14/2014,Parts per billion,24.222727
6201,1103,4/15/2014,Parts per billion,21.144444
6209,1103,4/16/2014,Parts per billion,16.69375
6217,1103,4/17/2014,Parts per billion,13.718182
6225,1103,4/18/2014,Parts per billion,11.795238
6233,1103,4/19/2014,Parts per billion,15.681818
6241,1103,4/20/2014,Parts per billion,13.090909
6249,1103,4/21/2014,Parts per billion,19.245
6257,1103,4/22/2014,Parts per billion,14.877273
6265,1103,4/23/2014,Parts per billion,17.442857
6273,1103,4/24/2014,Parts per billion,24.009091
6281,1103,4/25/2014,Parts per billion,11.454545
6289,1103,4/26/2014,Parts per billion,9.077273
6297,1103,4/27/2014,Parts per billion,10.172727
6305,1103,4/28/2014,Parts per billion,26.968182
6313,1103,4/29/2014,Parts per billion,36.163636
6321,1103,4/30/2014,Parts per billion,41.504545
6329,1103,5/1/2014,Parts per billion,33.863636
6337,1103,5/2/2014,Parts per billion,39.19090900000001
6345,1103,5/3/2014,Parts per billion,27.986364
6353,1103,5/4/2014,Parts per billion,15.95
6361,1103,5/5/2014,Parts per billion,10.990909
6369,1103,5/6/2014,Parts per billion,11.854545
6377,1103,5/7/2014,Parts per billion,12.4
6385,1103,5/8/2014,Parts per billion,14.894444
6393,1103,5/9/2014,Parts per billion,18.153333
6401,1103,5/10/2014,Parts per billion,12.359091
6409,1103,5/11/2014,Parts per billion,18.092857
6417,1103,5/13/2014,Parts per billion,32.384211
6425,1103,5/14/2014,Parts per billion,43.242857
6433,1103,5/15/2014,Parts per billion,34.014286
6441,1103,5/16/2014,Parts per billion,28.794444
6449,1103,5/17/2014,Parts per billion,19.618182
6457,1103,5/18/2014,Parts per billion,7.263636
6465,1103,5/19/2014,Parts per billion,10.077273
6473,1103,5/20/2014,Parts per billion,8.231817999999999
6481,1103,5/21/2014,Parts per billion,13.364706
6489,1103,5/22/2014,Parts per billion,15.018182
6497,1103,5/23/2014,Parts per billion,11.5
6505,1103,5/24/2014,Parts per billion,11.318182
6513,1103,5/25/2014,Parts per billion,6.233333
6521,1103,5/26/2014,Parts per billion,9.157143
6527,1103,5/27/2014,Parts per billion,13.113333
6531,1103,5/28/2014,Parts per billion,15.704762
6535,1103,5/29/2014,Parts per billion,14.389474
6539,1103,5/30/2014,Parts per billion,23.109524
6547,1103,5/31/2014,Parts per billion,21.07619
6555,1103,6/1/2014,Parts per billion,12.838095
6563,1103,6/2/2014,Parts per billion,16.766667
6571,1103,6/3/2014,Parts per billion,22.561905
6579,1103,6/4/2014,Parts per billion,17.83
6587,1103,6/5/2014,Parts per billion,19.57619
6595,1103,6/6/2014,Parts per billion,14.328570999999998
6603,1103,6/7/2014,Parts per billion,12.95
6611,1103,6/8/2014,Parts per billion,9.971429
6619,1103,6/9/2014,Parts per billion,17.647619
6627,1103,6/10/2014,Parts per billion,12.323529
6635,1103,6/11/2014,Parts per billion,11.695238
6643,1103,6/12/2014,Parts per billion,11.757143
6651,1103,6/13/2014,Parts per billion,13.036842
6659,1103,6/14/2014,Parts per billion,11.271429
6667,1103,6/15/2014,Parts per billion,6.328571
6675,1103,6/16/2014,Parts per billion,10.057143
6683,1103,6/17/2014,Parts per billion,12.652632
6691,1103,6/18/2014,Parts per billion,14.222727
6699,1103,6/19/2014,Parts per billion,14.42381
6707,1103,6/20/2014,Parts per billion,23.090476
6715,1103,6/21/2014,Parts per billion,13.838095
6723,1103,6/22/2014,Parts per billion,7.238094999999999
6731,1103,6/23/2014,Parts per billion,11.009524
6739,1103,6/24/2014,Parts per billion,13.604762
6747,1103,6/25/2014,Parts per billion,14.994444
6755,1103,6/26/2014,Parts per billion,13.680952
6763,1103,6/27/2014,Parts per billion,12.366667
6771,1103,6/28/2014,Parts per billion,11.657143
6779,1103,6/29/2014,Parts per billion,8.114286
6787,1103,6/30/2014,Parts per billion,13.280952
6795,1103,7/1/2014,Parts per billion,12.614286
6803,1103,7/2/2014,Parts per billion,14.719048
6811,1103,7/3/2014,Parts per billion,19.619048
6819,1103,7/4/2014,Parts per billion,14.3
6827,1103,7/5/2014,Parts per billion,12.409524
6835,1103,7/6/2014,Parts per billion,8.538095
6843,1103,7/7/2014,Parts per billion,15.428571
6851,1103,7/8/2014,Parts per billion,13.97619
6859,1103,7/9/2014,Parts per billion,12.785714
6867,1103,7/10/2014,Parts per billion,12.428571
6875,1103,7/11/2014,Parts per billion,11.180952
6883,1103,7/12/2014,Parts per billion,12.671429
6891,1103,7/13/2014,Parts per billion,12.285714
6899,1103,7/14/2014,Parts per billion,17.357143
6907,1103,7/15/2014,Parts per billion,13.019048
6915,1103,7/16/2014,Parts per billion,9.795
6923,1103,7/17/2014,Parts per billion,7.857142999999999
6931,1103,7/18/2014,Parts per billion,10.890476
6939,1103,7/19/2014,Parts per billion,9.714286
6947,1103,7/20/2014,Parts per billion,5.666667
6955,1103,7/21/2014,Parts per billion,11.438095
6963,1103,7/22/2014,Parts per billion,16.680951999999998
6971,1103,7/23/2014,Parts per billion,21.804762
6979,1103,7/24/2014,Parts per billion,23.83
6987,1103,7/25/2014,Parts per billion,17.142857
6995,1103,7/26/2014,Parts per billion,16.080952
7003,1103,7/27/2014,Parts per billion,12.209524
7011,1103,7/28/2014,Parts per billion,16.07619
7019,1103,7/29/2014,Parts per billion,23.2
7027,1103,7/30/2014,Parts per billion,22.67619
7035,1103,7/31/2014,Parts per billion,19.147619
7043,1103,8/1/2014,Parts per billion,18.309524
7051,1103,8/2/2014,Parts per billion,18.114286
7059,1103,8/3/2014,Parts per billion,17.085714000000007
7067,1103,8/4/2014,Parts per billion,15.142857
7075,1103,8/5/2014,Parts per billion,14.709523999999998
7083,1103,8/6/2014,Parts per billion,12.516667
7091,1103,8/7/2014,Parts per billion,12.880952
7099,1103,8/8/2014,Parts per billion,13.0
7107,1103,8/9/2014,Parts per billion,10.738095
7115,1103,8/10/2014,Parts per billion,10.090476
7123,1103,8/11/2014,Parts per billion,16.27619
7131,1103,8/12/2014,Parts per billion,13.033333
7139,1103,8/13/2014,Parts per billion,11.690909
7147,1103,8/14/2014,Parts per billion,16.834782999999998
7155,1103,8/15/2014,Parts per billion,20.031818
7163,1103,8/16/2014,Parts per billion,21.395652
7171,1103,8/17/2014,Parts per billion,15.922726999999998
7179,1103,8/18/2014,Parts per billion,21.0
7187,1103,8/19/2014,Parts per billion,10.504545
7195,1103,8/20/2014,Parts per billion,10.668182
7203,1103,8/21/2014,Parts per billion,12.328571
7211,1103,8/22/2014,Parts per billion,13.195455
7219,1103,8/23/2014,Parts per billion,9.85
7227,1103,8/24/2014,Parts per billion,7.777272999999999
7235,1103,8/25/2014,Parts per billion,17.186364
7243,1103,8/26/2014,Parts per billion,20.805
7251,1103,8/27/2014,Parts per billion,23.290476
7259,1103,8/28/2014,Parts per billion,26.957143
7267,1103,8/29/2014,Parts per billion,27.952381
7275,1103,8/30/2014,Parts per billion,18.166667
7283,1103,8/31/2014,Parts per billion,11.066667
7291,1103,9/1/2014,Parts per billion,8.804762
7299,1103,9/2/2014,Parts per billion,12.919048
7307,1103,9/3/2014,Parts per billion,13.638095000000002
7315,1103,9/4/2014,Parts per billion,13.514285999999998
7323,1103,9/5/2014,Parts per billion,14.933333
7331,1103,9/6/2014,Parts per billion,16.804762
7339,1103,9/7/2014,Parts per billion,18.866667
7347,1103,9/8/2014,Parts per billion,21.133333
7355,1103,9/9/2014,Parts per billion,19.42381
7363,1103,9/10/2014,Parts per billion,25.095238
7371,1103,9/11/2014,Parts per billion,28.968182
7379,1103,9/12/2014,Parts per billion,29.504545
7387,1103,9/13/2014,Parts per billion,27.347826
7395,1103,9/14/2014,Parts per billion,26.404348
7403,1103,9/15/2014,Parts per billion,34.343478000000005
7411,1103,9/16/2014,Parts per billion,30.15
7419,1103,9/17/2014,Parts per billion,27.265217
7427,1103,9/18/2014,Parts per billion,13.417391
7435,1103,9/19/2014,Parts per billion,13.313636
7443,1103,9/20/2014,Parts per billion,12.727273
7451,1103,9/21/2014,Parts per billion,11.245455
7459,1103,9/22/2014,Parts per billion,19.718182
7467,1103,9/23/2014,Parts per billion,24.177273
7475,1103,9/24/2014,Parts per billion,24.928571
7483,1103,9/25/2014,Parts per billion,25.777273
7491,1103,9/26/2014,Parts per billion,14.404762
7499,1103,9/27/2014,Parts per billion,11.228571
7507,1103,9/28/2014,Parts per billion,7.528571
7515,1103,9/29/2014,Parts per billion,18.752381
7523,1103,9/30/2014,Parts per billion,24.485714
7531,1103,10/1/2014,Parts per billion,22.513636
7539,1103,10/2/2014,Parts per billion,32.030435
7547,1103,10/3/2014,Parts per billion,39.413043
7555,1103,10/4/2014,Parts per billion,33.413043
7563,1103,10/5/2014,Parts per billion,26.152174
7571,1103,10/6/2014,Parts per billion,33.708696
7579,1103,10/7/2014,Parts per billion,35.845455
7587,1103,10/8/2014,Parts per billion,30.613043
7595,1103,10/9/2014,Parts per billion,15.013635999999998
7603,1103,10/10/2014,Parts per billion,16.538095000000002
7611,1103,10/11/2014,Parts per billion,16.754545
7619,1103,10/12/2014,Parts per billion,14.022727
7627,1103,10/13/2014,Parts per billion,21.390909
7635,1103,10/14/2014,Parts per billion,13.77619
7643,1103,10/15/2014,Parts per billion,12.245455
7651,1103,10/16/2014,Parts per billion,17.759091
7659,1103,10/17/2014,Parts per billion,19.4
7667,1103,10/18/2014,Parts per billion,17.730435
7675,1103,10/19/2014,Parts per billion,13.795652
7683,1103,10/20/2014,Parts per billion,20.747826
7691,1103,10/21/2014,Parts per billion,19.454545
7699,1103,10/22/2014,Parts per billion,30.278261
7707,1103,10/23/2014,Parts per billion,47.152174
7715,1103,10/24/2014,Parts per billion,44.478261
7723,1103,10/25/2014,Parts per billion,23.486957
7731,1103,10/26/2014,Parts per billion,18.1
7739,1103,10/27/2014,Parts per billion,23.186957
7747,1103,10/28/2014,Parts per billion,30.904545
7755,1103,10/29/2014,Parts per billion,34.481818
7763,1103,10/30/2014,Parts per billion,26.547619
7771,1103,10/31/2014,Parts per billion,21.5
7779,1103,11/1/2014,Parts per billion,12.427273
7787,1103,11/2/2014,Parts per billion,17.372726999999998
7795,1103,11/3/2014,Parts per billion,30.040909000000006
7803,1103,11/4/2014,Parts per billion,35.74
7811,1103,11/5/2014,Parts per billion,40.580952
7819,1103,11/6/2014,Parts per billion,38.290476
7827,1103,11/7/2014,Parts per billion,41.347059
7835,1103,11/8/2014,Parts per billion,42.17619000000001
7843,1103,11/9/2014,Parts per billion,25.647619
7851,1103,11/10/2014,Parts per billion,17.028571
7859,1103,11/11/2014,Parts per billion,15.609524
7867,1103,11/12/2014,Parts per billion,13.78
7875,1103,11/13/2014,Parts per billion,27.361538
7883,1103,11/14/2014,Parts per billion,23.952381
7891,1103,11/15/2014,Parts per billion,17.52381
7899,1103,11/16/2014,Parts per billion,22.047619
7907,1103,11/17/2014,Parts per billion,34.766667
7915,1103,11/18/2014,Parts per billion,38.1
7923,1103,11/19/2014,Parts per billion,31.74
7931,1103,11/20/2014,Parts per billion,25.642857
7939,1103,11/21/2014,Parts per billion,24.114286
7947,1103,11/22/2014,Parts per billion,25.309524
7955,1103,11/23/2014,Parts per billion,26.319048
7963,1103,11/24/2014,Parts per billion,36.152381
7971,1103,11/25/2014,Parts per billion,33.866667
7979,1103,11/26/2014,Parts per billion,46.152381
7987,1103,11/27/2014,Parts per billion,29.928571
7995,1103,11/28/2014,Parts per billion,37.119048
8003,1103,11/29/2014,Parts per billion,23.357143
8011,1103,11/30/2014,Parts per billion,10.390476
8019,1103,12/1/2014,Parts per billion,21.733333
8027,1103,12/2/2014,Parts per billion,21.080952
8035,1103,12/3/2014,Parts per billion,21.17619
8043,1103,12/4/2014,Parts per billion,17.41
8051,1103,12/5/2014,Parts per billion,23.444444
8059,1103,12/6/2014,Parts per billion,19.652381
8067,1103,12/7/2014,Parts per billion,20.414286
8075,1103,12/8/2014,Parts per billion,29.17619
8083,1103,12/9/2014,Parts per billion,33.885714
8091,1103,12/10/2014,Parts per billion,40.333333
8099,1103,12/11/2014,Parts per billion,21.204762
8107,1103,12/12/2014,Parts per billion,17.82381
8115,1103,12/13/2014,Parts per billion,19.690476
8123,1103,12/14/2014,Parts per billion,20.814286
8131,1103,12/15/2014,Parts per billion,32.542857
8139,1103,12/16/2014,Parts per billion,32.404762
8147,1103,12/17/2014,Parts per billion,22.114286
8155,1103,12/18/2014,Parts per billion,29.533333
8163,1103,12/19/2014,Parts per billion,26.6
8171,1103,12/20/2014,Parts per billion,28.980952
8179,1103,12/21/2014,Parts per billion,26.385714
8187,1103,12/22/2014,Parts per billion,39.43333300000001
8195,1103,12/23/2014,Parts per billion,38.804762
8203,1103,12/24/2014,Parts per billion,26.780952000000006
8211,1103,12/25/2014,Parts per billion,5.938095
8219,1103,12/26/2014,Parts per billion,26.309524
8227,1103,12/27/2014,Parts per billion,25.685714
8235,1103,12/28/2014,Parts per billion,24.885714
8243,1103,12/29/2014,Parts per billion,30.72381
8251,1103,12/30/2014,Parts per billion,26.209524
8259,1103,12/31/2014,Parts per billion,26.385714
8267,5005,1/1/2014,Parts per billion,35.318182
8271,5005,1/2/2014,Parts per billion,29.018182
8275,5005,1/3/2014,Parts per billion,33.136364
8279,5005,1/4/2014,Parts per billion,26.827273
8283,5005,1/5/2014,Parts per billion,31.304545
8287,5005,1/6/2014,Parts per billion,21.909091
8291,5005,1/7/2014,Parts per billion,38.781818
8295,5005,1/8/2014,Parts per billion,28.363636
8299,5005,1/9/2014,Parts per billion,27.765
8303,5005,1/10/2014,Parts per billion,29.095
8307,5005,1/11/2014,Parts per billion,27.443478
8311,5005,1/12/2014,Parts per billion,29.36087
8315,5005,1/13/2014,Parts per billion,31.113043
8319,5005,1/14/2014,Parts per billion,39.47368400000001
8323,5005,1/15/2014,Parts per billion,40.09
8327,5005,1/16/2014,Parts per billion,43.395
8331,5005,1/17/2014,Parts per billion,33.665217
8335,5005,1/18/2014,Parts per billion,38.195652
8339,5005,1/19/2014,Parts per billion,44.217391
8343,5005,1/20/2014,Parts per billion,30.45
8347,5005,1/21/2014,Parts per billion,29.718182
8351,5005,1/22/2014,Parts per billion,25.318182
8355,5005,1/23/2014,Parts per billion,25.486364
8359,5005,1/24/2014,Parts per billion,24.613636
8363,5005,1/25/2014,Parts per billion,16.313636
8367,5005,1/26/2014,Parts per billion,20.331818
8371,5005,1/27/2014,Parts per billion,18.323529
8375,5005,1/28/2014,Parts per billion,22.115
8379,5005,1/29/2014,Parts per billion,22.5
8383,5005,1/30/2014,Parts per billion,12.513636
8387,5005,1/31/2014,Parts per billion,4.995652
8391,5005,2/1/2014,Parts per billion,5.1391300000000015
8395,5005,2/2/2014,Parts per billion,15.5
8399,5005,2/3/2014,Parts per billion,12.104348
8403,5005,2/4/2014,Parts per billion,21.654545
8407,5005,2/5/2014,Parts per billion,15.173913
8411,5005,2/6/2014,Parts per billion,22.9
8415,5005,2/7/2014,Parts per billion,10.505556
8419,5005,2/8/2014,Parts per billion,11.23913
8423,5005,2/9/2014,Parts per billion,11.895652
8427,5005,2/10/2014,Parts per billion,19.877273
8431,5005,2/11/2014,Parts per billion,17.923529000000006
8435,5005,2/12/2014,Parts per billion,25.93913
8439,5005,2/13/2014,Parts per billion,25.152632
8443,5005,2/14/2014,Parts per billion,26.2
8447,5005,2/15/2014,Parts per billion,25.278261
8451,5005,2/16/2014,Parts per billion,13.943478
8455,5005,2/17/2014,Parts per billion,12.081818
8459,5005,2/18/2014,Parts per billion,9.127273
8463,5005,2/19/2014,Parts per billion,10.45
8467,5005,2/20/2014,Parts per billion,22.131818
8471,5005,2/21/2014,Parts per billion,24.154545
8475,5005,2/22/2014,Parts per billion,23.636364
8479,5005,2/23/2014,Parts per billion,17.1
8483,5005,2/24/2014,Parts per billion,10.618182
8487,5005,2/25/2014,Parts per billion,9.609091
8491,5005,2/26/2014,Parts per billion,8.395455
8495,5005,2/27/2014,Parts per billion,9.565217
8499,5005,2/28/2014,Parts per billion,4.96087
8503,5005,3/1/2014,Parts per billion,12.813043
8507,5005,3/2/2014,Parts per billion,8.891304
8511,5005,3/3/2014,Parts per billion,12.543478
8515,5005,3/4/2014,Parts per billion,12.363636
8519,5005,3/5/2014,Parts per billion,11.943478
8523,5005,3/6/2014,Parts per billion,11.8
8527,5005,3/7/2014,Parts per billion,18.36087
8531,5005,3/8/2014,Parts per billion,28.208696000000003
8535,5005,3/9/2014,Parts per billion,14.247826000000002
8539,5005,3/10/2014,Parts per billion,24.169565
8543,5005,3/11/2014,Parts per billion,21.186364
8547,5005,3/12/2014,Parts per billion,15.943478
8551,5005,3/13/2014,Parts per billion,8.236364
8555,5005,3/14/2014,Parts per billion,15.9
8559,5005,3/15/2014,Parts per billion,17.173913
8563,5005,3/16/2014,Parts per billion,23.734783
8567,5005,3/17/2014,Parts per billion,17.452174
8571,5005,3/18/2014,Parts per billion,9.013636
