,Site Num,Date Local,NO2 Units,NO2 MEAN
11471,1103,9/22/2015,Parts per billion,15.572727
11475,1103,9/23/2015,Parts per billion,20.634783
11479,1103,9/24/2015,Parts per billion,31.109091
11483,1103,9/25/2015,Parts per billion,25.721739000000003
11487,1103,9/26/2015,Parts per billion,24.252174
11491,1103,9/27/2015,Parts per billion,18.672727
11495,1103,9/28/2015,Parts per billion,23.678261
11499,1103,9/29/2015,Parts per billion,24.281818
11503,1103,9/30/2015,Parts per billion,31.660870000000006
11507,1103,10/1/2015,Parts per billion,22.873913
11511,1103,10/2/2015,Parts per billion,17.330435
11515,1103,10/3/2015,Parts per billion,16.908696
11519,1103,10/4/2015,Parts per billion,8.113043
11523,1103,10/5/2015,Parts per billion,19.913043
11527,1103,10/6/2015,Parts per billion,17.863636
11531,1103,10/7/2015,Parts per billion,24.317391
11535,1103,10/8/2015,Parts per billion,36.16956500000001
11539,1103,10/9/2015,Parts per billion,39.46087
11543,1103,10/10/2015,Parts per billion,23.152174
11547,1103,10/11/2015,Parts per billion,22.865217
11551,1103,10/12/2015,Parts per billion,28.017391
11555,1103,10/13/2015,Parts per billion,18.172727
11559,1103,10/14/2015,Parts per billion,22.445455
11563,1103,10/15/2015,Parts per billion,10.6
11567,1103,10/16/2015,Parts per billion,15.981818
11571,1103,10/17/2015,Parts per billion,8.608696
11575,1103,10/18/2015,Parts per billion,8.017391
11579,1103,10/19/2015,Parts per billion,19.952174
11583,1103,10/20/2015,Parts per billion,24.918182
11587,1103,10/21/2015,Parts per billion,29.43913
11591,1103,10/22/2015,Parts per billion,22.591304
11595,1103,10/23/2015,Parts per billion,26.504348
11599,1103,10/24/2015,Parts per billion,27.621739
11603,1103,10/25/2015,Parts per billion,30.221739000000003
11607,1103,10/26/2015,Parts per billion,33.086957
11611,1103,10/27/2015,Parts per billion,45.427273
11615,1103,10/28/2015,Parts per billion,35.926087
11619,1103,10/29/2015,Parts per billion,7.804347999999999
11623,1103,10/30/2015,Parts per billion,35.608696
11627,1103,10/31/2015,Parts per billion,35.695652
11631,1103,11/1/2015,Parts per billion,26.145455
11635,1103,11/2/2015,Parts per billion,17.204348
11639,1103,11/3/2015,Parts per billion,18.231818
11643,1103,11/4/2015,Parts per billion,22.213043
11647,1103,11/5/2015,Parts per billion,28.721739000000003
11651,1103,11/6/2015,Parts per billion,35.013043
11655,1103,11/7/2015,Parts per billion,30.117391
11659,1103,11/8/2015,Parts per billion,25.33913
11663,1103,11/9/2015,Parts per billion,24.678261
11667,1103,11/10/2015,Parts per billion,20.281818
11671,1103,11/11/2015,Parts per billion,29.995652000000003
11675,1103,11/12/2015,Parts per billion,38.347826
11679,1103,11/13/2015,Parts per billion,40.478261
11683,1103,11/14/2015,Parts per billion,36.53913
11687,1103,11/15/2015,Parts per billion,20.06087
11691,1103,11/16/2015,Parts per billion,7.343478
11695,1103,11/17/2015,Parts per billion,37.4
11699,1103,11/18/2015,Parts per billion,45.291304
11703,1103,11/19/2015,Parts per billion,42.0
11707,1103,11/20/2015,Parts per billion,54.745
11711,1103,11/21/2015,Parts per billion,32.956522
11715,1103,11/22/2015,Parts per billion,27.391304
11719,1103,11/23/2015,Parts per billion,39.069565
11723,1103,11/24/2015,Parts per billion,27.259091
11727,1103,11/25/2015,Parts per billion,19.418182
11731,1103,11/26/2015,Parts per billion,17.795652
11735,1103,11/27/2015,Parts per billion,16.521739
11739,1103,11/28/2015,Parts per billion,24.191304
11743,1103,11/29/2015,Parts per billion,22.152174
11747,1103,11/30/2015,Parts per billion,32.213636
11751,1103,12/1/2015,Parts per billion,39.381818
11755,1103,12/2/2015,Parts per billion,37.6
11759,1103,12/3/2015,Parts per billion,39.778261
11763,1103,12/4/2015,Parts per billion,39.382609
11767,1103,12/5/2015,Parts per billion,28.204348
11771,1103,12/6/2015,Parts per billion,28.352174
11775,1103,12/7/2015,Parts per billion,41.521739
11779,1103,12/8/2015,Parts per billion,48.62272700000001
11783,1103,12/9/2015,Parts per billion,58.369565
11787,1103,12/10/2015,Parts per billion,29.956522
11791,1103,12/11/2015,Parts per billion,12.056522
11795,1103,12/12/2015,Parts per billion,14.930435
11799,1103,12/13/2015,Parts per billion,16.531817999999998
11803,1103,12/14/2015,Parts per billion,6.1272730000000015
11807,1103,12/15/2015,Parts per billion,29.554545
11811,1103,12/16/2015,Parts per billion,33.021739000000004
11815,1103,12/17/2015,Parts per billion,34.6
11819,1103,12/18/2015,Parts per billion,35.46087
11823,1103,12/19/2015,Parts per billion,25.26087
11827,1103,12/20/2015,Parts per billion,18.582609
11831,1103,12/21/2015,Parts per billion,27.627273
11835,1103,12/22/2015,Parts per billion,23.663636
11839,1103,12/23/2015,Parts per billion,21.443478
11843,1103,12/24/2015,Parts per billion,21.778261
11847,1103,12/25/2015,Parts per billion,5.082609
11851,1103,12/26/2015,Parts per billion,16.773913
11855,1103,12/27/2015,Parts per billion,24.36087
11859,1103,12/28/2015,Parts per billion,27.452174
11863,1103,12/29/2015,Parts per billion,30.486364
11867,1103,12/30/2015,Parts per billion,33.716667
11871,1103,12/31/2015,Parts per billion,32.165217
11875,5005,1/1/2015,Parts per billion,23.826087
11879,5005,1/2/2015,Parts per billion,31.6
11883,5005,1/3/2015,Parts per billion,23.808696
11887,5005,1/4/2015,Parts per billion,19.869565
11891,5005,1/5/2015,Parts per billion,21.943478
11895,5005,1/6/2015,Parts per billion,19.345455
11899,5005,1/7/2015,Parts per billion,27.926087
11903,5005,1/8/2015,Parts per billion,36.53913
11907,5005,1/9/2015,Parts per billion,24.647826
11911,5005,1/10/2015,Parts per billion,33.572727
11915,5005,1/11/2015,Parts per billion,13.113635999999998
11919,5005,1/12/2015,Parts per billion,17.745455
11923,5005,1/13/2015,Parts per billion,19.809091
11927,5005,1/14/2015,Parts per billion,23.690909
11931,5005,1/15/2015,Parts per billion,19.204545
11935,5005,1/16/2015,Parts per billion,16.836364
11939,5005,1/17/2015,Parts per billion,36.957143
11943,5005,1/18/2015,Parts per billion,28.576190000000004
11947,5005,1/19/2015,Parts per billion,17.609524
11951,5005,1/20/2015,Parts per billion,21.566667
11955,5005,1/21/2015,Parts per billion,20.354545
11959,5005,1/22/2015,Parts per billion,32.613043
11963,5005,1/23/2015,Parts per billion,26.213043
11967,5005,1/24/2015,Parts per billion,29.778261
11971,5005,1/25/2015,Parts per billion,26.426087
11975,5005,1/26/2015,Parts per billion,26.243478000000003
11979,5005,1/27/2015,Parts per billion,14.740909
11983,5005,1/28/2015,Parts per billion,17.431818
11987,5005,1/29/2015,Parts per billion,26.909091
11991,5005,1/30/2015,Parts per billion,16.909091
11995,5005,1/31/2015,Parts per billion,13.636364000000002
11999,5005,2/1/2015,Parts per billion,23.963636
12003,5005,2/2/2015,Parts per billion,18.040909
12007,5005,2/3/2015,Parts per billion,17.8
12011,5005,2/4/2015,Parts per billion,15.536364
12015,5005,2/6/2015,Parts per billion,15.256522
12017,5005,2/9/2015,Parts per billion,5.16087
12021,5005,2/10/2015,Parts per billion,28.0
12025,5005,2/11/2015,Parts per billion,23.386364
12029,5005,2/12/2015,Parts per billion,20.081818
12033,5005,2/13/2015,Parts per billion,24.678261
12037,5005,2/14/2015,Parts per billion,26.156522
12041,5005,2/15/2015,Parts per billion,19.930435
12045,5005,2/16/2015,Parts per billion,6.2545449999999985
12049,5005,2/17/2015,Parts per billion,6.695455
12053,5005,2/18/2015,Parts per billion,9.722727
12057,5005,2/19/2015,Parts per billion,7.781817999999999
12061,5005,2/20/2015,Parts per billion,11.309091
12065,5005,2/21/2015,Parts per billion,10.877273
12069,5005,2/22/2015,Parts per billion,8.65
12073,5005,2/23/2015,Parts per billion,13.619048
12077,5005,2/24/2015,Parts per billion,9.252381
12081,5005,2/25/2015,Parts per billion,19.445455
12085,5005,2/26/2015,Parts per billion,18.069565
12089,5005,2/27/2015,Parts per billion,13.104348
12093,5005,2/28/2015,Parts per billion,1.486957
12097,5005,3/1/2015,Parts per billion,8.6
12101,5005,3/2/2015,Parts per billion,12.143478
12105,5005,3/3/2015,Parts per billion,9.55
12109,5005,3/4/2015,Parts per billion,17.790909
12113,5005,3/5/2015,Parts per billion,22.123529
12117,5005,3/6/2015,Parts per billion,30.722222
12121,5005,3/7/2015,Parts per billion,21.922727
12125,5005,3/8/2015,Parts per billion,16.263635999999998
12129,5005,3/9/2015,Parts per billion,7.618182000000001
12133,5005,3/10/2015,Parts per billion,8.077273
12137,5005,3/11/2015,Parts per billion,12.005882
12141,5005,3/12/2015,Parts per billion,16.452381
12145,5005,3/13/2015,Parts per billion,17.561905
12149,5005,3/14/2015,Parts per billion,21.114286
12153,5005,3/15/2015,Parts per billion,15.161905
12157,5005,3/16/2015,Parts per billion,25.771429
12161,5005,3/17/2015,Parts per billion,17.357143
12165,5005,3/18/2015,Parts per billion,11.575
12169,5005,3/19/2015,Parts per billion,8.426086999999999
12173,5005,3/20/2015,Parts per billion,7.895652
12177,5005,3/21/2015,Parts per billion,6.030435
12181,5005,3/22/2015,Parts per billion,2.469565
12185,5005,3/23/2015,Parts per billion,5.059091
12189,5005,3/24/2015,Parts per billion,11.1
12193,5005,3/25/2015,Parts per billion,19.55
12197,5005,3/26/2015,Parts per billion,25.790909
12201,5005,3/27/2015,Parts per billion,20.7
12205,5005,3/28/2015,Parts per billion,9.177273
12209,5005,3/29/2015,Parts per billion,5.3727269999999985
12213,5005,3/30/2015,Parts per billion,2.840909
12217,5005,3/31/2015,Parts per billion,11.133333
12221,5005,4/1/2015,Parts per billion,13.191667
12225,5005,4/2/2015,Parts per billion,7.9235289999999985
12229,5005,4/3/2015,Parts per billion,15.873913
12233,5005,4/4/2015,Parts per billion,10.052174
12237,5005,4/5/2015,Parts per billion,4.478261
12241,5005,4/6/2015,Parts per billion,1.947826
12245,5005,4/7/2015,Parts per billion,6.336364
12249,5005,4/8/2015,Parts per billion,5.6173910000000005
12253,5005,4/9/2015,Parts per billion,15.208696
12257,5005,4/10/2015,Parts per billion,9.343478
12261,5005,4/11/2015,Parts per billion,10.895455
12265,5005,4/12/2015,Parts per billion,7.2272729999999985
12269,5005,4/13/2015,Parts per billion,4.531818
12273,5005,4/14/2015,Parts per billion,7.286364
12277,5005,4/15/2015,Parts per billion,12.645455
12281,5005,4/16/2015,Parts per billion,13.231818
12285,5005,4/17/2015,Parts per billion,15.795652
12289,5005,4/18/2015,Parts per billion,13.213043
12293,5005,4/19/2015,Parts per billion,3.265217
12297,5005,4/20/2015,Parts per billion,2.082609
12301,5005,4/21/2015,Parts per billion,1.0363639999999998
12305,5005,4/22/2015,Parts per billion,5.1304349999999985
12309,5005,4/23/2015,Parts per billion,3.46087
12313,5005,4/24/2015,Parts per billion,0.895652
12317,5005,4/25/2015,Parts per billion,0.908696
12321,5005,4/26/2015,Parts per billion,8.63913
12325,5005,4/27/2015,Parts per billion,8.543478
12329,5005,4/28/2015,Parts per billion,13.668182
12333,5005,4/29/2015,Parts per billion,4.1941180000000005
12337,5005,4/30/2015,Parts per billion,3.388235
12341,5005,5/1/2015,Parts per billion,2.991304
12345,5005,5/2/2015,Parts per billion,5.304348
12349,5005,5/3/2015,Parts per billion,1.5
12353,5005,5/4/2015,Parts per billion,1.5086959999999998
12357,5005,5/5/2015,Parts per billion,1.5363639999999998
12361,5005,5/6/2015,Parts per billion,3.008696
12365,5005,5/7/2015,Parts per billion,0.128571
12369,5005,5/8/2015,Parts per billion,4.06087
12373,5005,5/9/2015,Parts per billion,3.86087
12377,5005,5/10/2015,Parts per billion,3.113043
12381,5005,5/11/2015,Parts per billion,3.86087
12385,5005,5/12/2015,Parts per billion,5.85
12389,5005,5/13/2015,Parts per billion,8.527778
12393,5005,5/14/2015,Parts per billion,3.769565
12397,5005,5/15/2015,Parts per billion,8.608696
12401,5005,5/16/2015,Parts per billion,5.6173910000000005
12405,5005,5/17/2015,Parts per billion,2.4
12409,5005,5/18/2015,Parts per billion,1.447826
12413,5005,5/19/2015,Parts per billion,3.754545
12417,5005,5/20/2015,Parts per billion,2.740909
12421,5005,5/21/2015,Parts per billion,1.430435
12425,5005,5/22/2015,Parts per billion,0.16087
12429,5005,5/23/2015,Parts per billion,1.247826
12433,5005,5/24/2015,Parts per billion,-0.152174
12437,5005,5/25/2015,Parts per billion,1.517391
12441,5005,5/26/2015,Parts per billion,0.6545449999999999
12445,5005,5/27/2015,Parts per billion,0.5173909999999999
12449,5005,5/28/2015,Parts per billion,1.086957
12453,5005,5/29/2015,Parts per billion,4.586957
12457,5005,5/30/2015,Parts per billion,2.178261
12461,5005,5/31/2015,Parts per billion,2.108696
12465,5005,6/1/2015,Parts per billion,0.743478
12469,5005,6/2/2015,Parts per billion,1.981818
12473,5005,6/3/2015,Parts per billion,4.7
12477,5005,6/4/2015,Parts per billion,1.147059
12481,5005,6/5/2015,Parts per billion,3.288889
12485,5005,6/6/2015,Parts per billion,0.647826
12489,5005,6/7/2015,Parts per billion,0.269565
12493,5005,6/8/2015,Parts per billion,1.186957
12497,5005,6/9/2015,Parts per billion,3.504545
12501,5005,6/10/2015,Parts per billion,6.2444440000000005
12505,5005,6/11/2015,Parts per billion,0.663158
12509,5005,6/12/2015,Parts per billion,1.988235
12513,5005,6/13/2015,Parts per billion,4.034783
12517,5005,6/14/2015,Parts per billion,3.969565
12521,5005,6/15/2015,Parts per billion,4.004348
12525,5005,6/16/2015,Parts per billion,7.271428999999999
12529,5005,6/17/2015,Parts per billion,7.11875
12533,5005,6/18/2015,Parts per billion,4.58
12537,5005,6/19/2015,Parts per billion,4.488889
12541,5005,6/20/2015,Parts per billion,5.204348
12545,5005,6/21/2015,Parts per billion,3.278261
12549,5005,6/22/2015,Parts per billion,5.104348
12553,5005,6/23/2015,Parts per billion,6.104545
12557,5005,6/24/2015,Parts per billion,4.7260870000000015
12561,5005,6/25/2015,Parts per billion,1.552174
12565,5005,6/26/2015,Parts per billion,1.608696
12569,5005,6/27/2015,Parts per billion,3.256522
12573,5005,6/28/2015,Parts per billion,4.126087
12577,5005,6/29/2015,Parts per billion,5.326087
12581,5005,6/30/2015,Parts per billion,2.118182
12585,5005,7/1/2015,Parts per billion,2.295652
12589,5005,7/2/2015,Parts per billion,1.743478
12593,5005,7/3/2015,Parts per billion,1.7652169999999998
12597,5005,7/4/2015,Parts per billion,1.191304
12601,5005,7/5/2015,Parts per billion,0.621739
12605,5005,7/6/2015,Parts per billion,1.386364
12609,5005,7/7/2015,Parts per billion,4.090909
12613,5005,7/8/2015,Parts per billion,3.917391
12617,5005,7/9/2015,Parts per billion,0.9
12621,5005,7/10/2015,Parts per billion,1.104348
12625,5005,7/11/2015,Parts per billion,1.495652
12629,5005,7/12/2015,Parts per billion,5.043478
12633,5005,7/13/2015,Parts per billion,5.908696
12637,5005,7/14/2015,Parts per billion,4.763636
12641,5005,7/15/2015,Parts per billion,2.586957
12645,5005,7/16/2015,Parts per billion,2.126316
12649,5005,7/20/2015,Parts per billion,6.238095
12653,5005,7/21/2015,Parts per billion,0.69
12657,5005,7/22/2015,Parts per billion,0.373913
12661,5005,7/23/2015,Parts per billion,0.690476
12665,5005,7/24/2015,Parts per billion,1.914286
12667,5005,8/2/2015,Parts per billion,7.011765
12671,5005,8/3/2015,Parts per billion,7.234783
12675,5005,8/4/2015,Parts per billion,5.731818
12679,5005,8/5/2015,Parts per billion,8.260869999999999
12683,5005,8/6/2015,Parts per billion,6.508696
12687,5005,8/7/2015,Parts per billion,4.304348
12691,5005,8/8/2015,Parts per billion,3.017391
12695,5005,8/10/2015,Parts per billion,1.827273
12699,5005,8/11/2015,Parts per billion,3.4090910000000005
12703,5005,8/12/2015,Parts per billion,8.708696
12707,5005,8/13/2015,Parts per billion,10.913043
12711,5005,8/14/2015,Parts per billion,5.178261
12715,5005,8/15/2015,Parts per billion,5.826087
12719,5005,8/16/2015,Parts per billion,4.678261
12723,5005,8/17/2015,Parts per billion,4.73913
12727,5005,8/18/2015,Parts per billion,2.518182
12731,5005,8/19/2015,Parts per billion,2.004348
12735,5005,8/20/2015,Parts per billion,4.0
12739,5005,8/21/2015,Parts per billion,2.356522
12743,5005,8/22/2015,Parts per billion,2.013043
12747,5005,8/23/2015,Parts per billion,1.943478
12751,5005,8/24/2015,Parts per billion,4.791304
12755,5005,8/25/2015,Parts per billion,8.386364
12759,5005,8/26/2015,Parts per billion,6.118182
12763,5005,8/27/2015,Parts per billion,4.4
12767,5005,8/28/2015,Parts per billion,9.165217
12771,5005,8/29/2015,Parts per billion,5.108696
12775,5005,8/30/2015,Parts per billion,4.295652
12779,5005,8/31/2015,Parts per billion,5.265217
12783,5005,9/1/2015,Parts per billion,3.6
12787,5005,9/2/2015,Parts per billion,2.2
12791,5005,9/3/2015,Parts per billion,5.1304349999999985
12795,5005,9/4/2015,Parts per billion,6.217391
12799,5005,9/5/2015,Parts per billion,7.747826
12803,5005,9/6/2015,Parts per billion,6.186957
12807,5005,9/7/2015,Parts per billion,4.295652
12811,5005,9/8/2015,Parts per billion,5.831818
12815,5005,9/9/2015,Parts per billion,7.973913
12819,5005,9/10/2015,Parts per billion,8.035294
12823,5005,9/11/2015,Parts per billion,4.8294120000000005
12827,5005,9/12/2015,Parts per billion,6.965217
12831,5005,9/13/2015,Parts per billion,4.343478
12835,5005,9/14/2015,Parts per billion,2.104348
12839,5005,9/15/2015,Parts per billion,4.361111
12843,5005,9/16/2015,Parts per billion,5.142105
12847,5005,9/17/2015,Parts per billion,9.386957
12851,5005,9/18/2015,Parts per billion,12.65625
12855,5005,9/19/2015,Parts per billion,6.808696
12859,5005,9/20/2015,Parts per billion,9.330435
12863,5005,9/21/2015,Parts per billion,14.304348
12867,5005,9/22/2015,Parts per billion,3.4105260000000004
12871,5005,9/23/2015,Parts per billion,4.1173910000000005
12875,5005,9/24/2015,Parts per billion,5.294118
12879,5005,9/25/2015,Parts per billion,5.904545
12883,5005,9/26/2015,Parts per billion,3.6
12887,5005,9/27/2015,Parts per billion,6.934783
12891,5005,9/28/2015,Parts per billion,7.404348
12895,5005,9/29/2015,Parts per billion,11.25
12899,5005,9/30/2015,Parts per billion,12.466667
12903,5005,10/1/2015,Parts per billion,9.76087
12907,5005,10/2/2015,Parts per billion,8.617391
12911,5005,10/3/2015,Parts per billion,11.752174
12915,5005,10/4/2015,Parts per billion,2.121739
12919,5005,10/5/2015,Parts per billion,9.143478
12923,5005,10/6/2015,Parts per billion,12.909524
12927,5005,10/7/2015,Parts per billion,16.639129999999998
12931,5005,10/8/2015,Parts per billion,22.738889
12935,5005,10/9/2015,Parts per billion,30.160870000000006
12939,5005,10/10/2015,Parts per billion,21.982609
12943,5005,10/11/2015,Parts per billion,18.073913
12947,5005,10/12/2015,Parts per billion,14.569565
12951,5005,10/13/2015,Parts per billion,6.277273
12955,5005,10/14/2015,Parts per billion,3.195652
12959,5005,10/15/2015,Parts per billion,1.2608700000000002
12963,5005,10/16/2015,Parts per billion,1.165217
12967,5005,10/17/2015,Parts per billion,2.36087
12971,5005,10/18/2015,Parts per billion,1.526087
12975,5005,10/19/2015,Parts per billion,6.46087
12979,5005,10/20/2015,Parts per billion,17.159091
12983,5005,10/21/2015,Parts per billion,20.86087
12987,5005,10/22/2015,Parts per billion,14.66087
12991,5005,10/23/2015,Parts per billion,14.360870000000002
12995,5005,10/24/2015,Parts per billion,17.347826
12999,5005,10/25/2015,Parts per billion,21.63913
13003,5005,10/26/2015,Parts per billion,21.521739
13007,5005,10/27/2015,Parts per billion,20.2
13011,5005,10/28/2015,Parts per billion,16.056522
13015,5005,10/29/2015,Parts per billion,3.472727
13019,5005,10/30/2015,Parts per billion,16.743478
13023,5005,10/31/2015,Parts per billion,27.334783
13027,5005,11/1/2015,Parts per billion,19.804348
13031,5005,11/2/2015,Parts per billion,5.073684
13035,5005,11/3/2015,Parts per billion,9.486364
13039,5005,11/4/2015,Parts per billion,12.913636
13043,5005,11/5/2015,Parts per billion,12.817391
13047,5005,11/6/2015,Parts per billion,20.778261
13051,5005,11/7/2015,Parts per billion,21.617391
13055,5005,11/8/2015,Parts per billion,18.226087
13059,5005,11/9/2015,Parts per billion,16.334782999999998
13063,5005,11/10/2015,Parts per billion,6.936364
13067,5005,11/11/2015,Parts per billion,22.073913
13071,5005,11/12/2015,Parts per billion,21.504348
13075,5005,11/13/2015,Parts per billion,32.030435
13079,5005,11/14/2015,Parts per billion,26.5
13083,5005,11/15/2015,Parts per billion,16.195652
13087,5005,11/16/2015,Parts per billion,2.621739
13091,5005,11/17/2015,Parts per billion,22.986364
13095,5005,11/18/2015,Parts per billion,32.047826
13099,5005,11/19/2015,Parts per billion,36.059091
13103,5005,11/20/2015,Parts per billion,45.526087
13107,5005,11/21/2015,Parts per billion,20.5
13111,5005,11/22/2015,Parts per billion,14.069565
13115,5005,11/23/2015,Parts per billion,23.669565
13119,5005,11/24/2015,Parts per billion,15.236364000000002
13123,5005,11/25/2015,Parts per billion,5.7739129999999985
13127,5005,11/26/2015,Parts per billion,17.808695999999994
13131,5005,11/27/2015,Parts per billion,13.863635999999998
13135,5005,11/28/2015,Parts per billion,16.268182
13139,5005,11/29/2015,Parts per billion,10.727273
13143,5005,11/30/2015,Parts per billion,19.009091
13147,5005,12/1/2015,Parts per billion,24.540909
13151,5005,12/2/2015,Parts per billion,18.256522
13155,5005,12/3/2015,Parts per billion,20.595455
13159,5005,12/4/2015,Parts per billion,27.459091
13163,5005,12/5/2015,Parts per billion,17.286957
13167,5005,12/6/2015,Parts per billion,19.295652
13171,5005,12/7/2015,Parts per billion,22.991304
13175,5005,12/8/2015,Parts per billion,42.386364
13179,5005,12/9/2015,Parts per billion,36.069565
13183,5005,12/10/2015,Parts per billion,17.142857
13187,5005,12/11/2015,Parts per billion,2.882609
13191,5005,12/12/2015,Parts per billion,2.721739
13195,5005,12/13/2015,Parts per billion,12.982609
13199,5005,12/14/2015,Parts per billion,2.93913
13203,5005,12/15/2015,Parts per billion,19.577273
13207,5005,12/16/2015,Parts per billion,22.868182
13211,5005,12/17/2015,Parts per billion,27.113043
13215,5005,12/18/2015,Parts per billion,21.817391
13219,5005,12/19/2015,Parts per billion,23.43913
13223,5005,12/20/2015,Parts per billion,12.53913
13227,5005,12/21/2015,Parts per billion,22.521739
13231,5005,12/22/2015,Parts per billion,19.177273
13235,5005,12/23/2015,Parts per billion,11.959091
13239,5005,12/24/2015,Parts per billion,4.626087
13243,5005,12/25/2015,Parts per billion,1.604348
13247,5005,12/26/2015,Parts per billion,12.386957
13251,5005,12/27/2015,Parts per billion,19.917391
13255,5005,12/28/2015,Parts per billion,20.308696
13259,5005,12/29/2015,Parts per billion,21.445455
13263,5005,12/30/2015,Parts per billion,26.573913
13267,5005,12/31/2015,Parts per billion,21.291304
