,Site Num,Address,County,City,Date Local,NO2 Units,NO2 Mean,O3 Units,O3 Mean,SO2 Units,SO2 Mean,CO Units,CO Mean
5432,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-08-14,Parts per billion,13.32,Parts per million,0.0348,Parts per billion,1.66,Parts per million,0.35
5436,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-08-15,Parts per billion,14.436364000000001,Parts per million,0.02775,Parts per billion,1.590909,Parts per million,0.355556
5440,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-08-22,Parts per billion,18.8,Parts per million,0.012292,Parts per billion,1.590909,Parts per million,0.328571
5444,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-08-23,Parts per billion,21.690909,Parts per million,0.016875,Parts per billion,2.045455,Parts per million,0.43636400000000003
5448,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-08-24,Parts per billion,16.859091,Parts per million,0.023458,Parts per billion,1.959091,Parts per million,0.386364
5452,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-08-25,Parts per billion,19.027273,Parts per million,0.020375,Parts per billion,1.981818,Parts per million,0.386364
5456,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-08-26,Parts per billion,20.409091,Parts per million,0.017125,Parts per billion,2.6272729999999997,Parts per million,0.386364
5460,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-08-27,Parts per billion,21.427273,Parts per million,0.012833,Parts per billion,1.9636360000000002,Parts per million,0.363636
5464,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-08-28,Parts per billion,24.222727,Parts per million,0.017208,Parts per billion,2.3772729999999997,Parts per million,0.41363599999999995
5468,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-08-29,Parts per billion,25.772727,Parts per million,0.015333000000000001,Parts per billion,2.318182,Parts per million,0.43181800000000004
5472,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-08-30,Parts per billion,24.154545000000002,Parts per million,0.015333000000000001,Parts per billion,1.540909,Parts per million,0.409091
5476,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-08-31,Parts per billion,15.45,Parts per million,0.019791999999999997,Parts per billion,1.7227270000000001,Parts per million,0.340909
5480,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-09-01,Parts per billion,6.959091,Parts per million,0.017333,Parts per billion,1.231818,Parts per million,0.3
5484,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-09-02,Parts per billion,8.245455,Parts per million,0.015166999999999998,Parts per billion,1.4727270000000001,Parts per million,0.3
5488,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-09-03,Parts per billion,21.559091,Parts per million,0.011125,Parts per billion,2.268182,Parts per million,0.381818
5492,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-09-04,Parts per billion,26.436364,Parts per million,0.016833,Parts per billion,1.986364,Parts per million,0.44545500000000005
5496,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-09-05,Parts per billion,26.504545,Parts per million,0.0175,Parts per billion,1.981818,Parts per million,0.45
5500,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-09-06,Parts per billion,27.968182000000002,Parts per million,0.020166999999999997,Parts per billion,2.7,Parts per million,0.47727299999999995
5504,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-09-07,Parts per billion,20.963635999999997,Parts per million,0.024041999999999997,Parts per billion,2.336364,Parts per million,0.418182
5508,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-09-08,Parts per billion,12.554545,Parts per million,0.02475,Parts per billion,2.1863639999999998,Parts per million,0.336364
5512,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-09-09,Parts per billion,15.059091,Parts per million,0.019458,Parts per billion,1.554545,Parts per million,0.35
5516,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-09-10,Parts per billion,15.131817999999999,Parts per million,0.020458,Parts per billion,1.445455,Parts per million,0.336364
5520,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-09-11,Parts per billion,14.7,Parts per million,0.023708,Parts per billion,1.2136360000000002,Parts per million,0.331818
5524,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-09-12,Parts per billion,20.722727,Parts per million,0.020291999999999998,Parts per billion,1.790909,Parts per million,0.404545
5528,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-09-13,Parts per billion,23.65,Parts per million,0.01575,Parts per billion,2.045455,Parts per million,0.486364
5532,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-09-14,Parts per billion,19.927273,Parts per million,0.02375,Parts per billion,1.822727,Parts per million,0.386364
5536,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-09-15,Parts per billion,15.895454999999998,Parts per million,0.02575,Parts per billion,1.795455,Parts per million,0.363636
5540,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-09-16,Parts per billion,24.081818,Parts per million,0.016041999999999997,Parts per billion,1.309091,Parts per million,0.486364
5544,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-09-17,Parts per billion,13.277273000000001,Parts per million,0.030167000000000003,Parts per billion,1.1,Parts per million,0.345455
5548,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-09-18,Parts per billion,10.595455000000001,Parts per million,0.02825,Parts per billion,1.136364,Parts per million,0.327273
5552,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-09-19,Parts per billion,17.45,Parts per million,0.030125,Parts per billion,1.568182,Parts per million,0.372727
5556,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-09-20,Parts per billion,9.763636,Parts per million,0.038625,Parts per billion,1.136364,Parts per million,0.322727
5560,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-09-21,Parts per billion,7.581817999999999,Parts per million,0.036417000000000005,Parts per billion,1.236364,Parts per million,0.309091
5564,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-09-22,Parts per billion,14.418182,Parts per million,0.020666999999999998,Parts per billion,1.0863639999999999,Parts per million,0.4
5568,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-09-23,Parts per billion,29.422727000000002,Parts per million,0.019958,Parts per billion,1.918182,Parts per million,0.590909
5572,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-09-24,Parts per billion,32.127272999999995,Parts per million,0.023333,Parts per billion,1.831818,Parts per million,0.531818
5576,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-09-25,Parts per billion,10.536364,Parts per million,0.027083,Parts per billion,1.045455,Parts per million,0.322727
5580,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-09-26,Parts per billion,16.995455,Parts per million,0.019708,Parts per billion,1.590909,Parts per million,0.422727
5584,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-09-27,Parts per billion,25.359091,Parts per million,0.019417,Parts per billion,1.431818,Parts per million,0.6090909999999999
5588,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-09-28,Parts per billion,25.109091,Parts per million,0.025458,Parts per billion,1.5,Parts per million,0.695455
5592,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-09-29,Parts per billion,22.795455,Parts per million,0.026625,Parts per billion,1.927273,Parts per million,0.586364
5596,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-09-30,Parts per billion,27.322727,Parts per million,0.0175,Parts per billion,1.995455,Parts per million,0.5
5600,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-10-01,Parts per billion,10.459091,Parts per million,0.027833,Parts per billion,1.104545,Parts per million,0.345455
5604,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-10-02,Parts per billion,10.554545,Parts per million,0.027708,Parts per billion,1.104545,Parts per million,0.327273
5608,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-10-03,Parts per billion,16.572727,Parts per million,0.026542000000000003,Parts per billion,1.1545450000000002,Parts per million,0.386364
5612,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-10-04,Parts per billion,22.659091,Parts per million,0.023708,Parts per billion,1.3454549999999998,Parts per million,0.513636
5616,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-10-05,Parts per billion,25.277273,Parts per million,0.022875,Parts per billion,1.5,Parts per million,0.722727
5620,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-10-06,Parts per billion,23.336364,Parts per million,0.031409,Parts per billion,1.5363639999999998,Parts per million,0.627273
5624,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-10-07,Parts per billion,34.581818,Parts per million,0.019389,Parts per billion,2.545455,Parts per million,0.704545
5628,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-10-08,Parts per billion,16.245455,Parts per million,0.0351,Parts per billion,1.113636,Parts per million,0.468182
5632,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-10-09,Parts per billion,10.154544999999999,Parts per million,0.026375,Parts per billion,1.063636,Parts per million,0.318182
5636,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-10-10,Parts per billion,20.904545000000002,Parts per million,0.0201,Parts per billion,1.113636,Parts per million,0.49090900000000004
5640,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-10-11,Parts per billion,23.772727,Parts per million,0.018318,Parts per billion,1.5363639999999998,Parts per million,0.636364
5644,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-10-12,Parts per billion,17.868182,Parts per million,0.020125,Parts per billion,1.481818,Parts per million,0.5772729999999999
5648,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-10-13,Parts per billion,13.895454999999998,Parts per million,0.023458,Parts per billion,1.0,Parts per million,0.422727
5652,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-10-14,Parts per billion,30.681818,Parts per million,0.019,Parts per billion,1.263636,Parts per million,0.645455
5656,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-10-15,Parts per billion,36.468182,Parts per million,0.01995,Parts per billion,1.322727,Parts per million,0.7681819999999999
5660,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-10-16,Parts per billion,37.236364,Parts per million,0.020833,Parts per billion,1.7863639999999998,Parts per million,0.745455
5664,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-10-17,Parts per billion,35.422727,Parts per million,0.021105000000000002,Parts per billion,1.813636,Parts per million,1.0
5668,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-10-23,Parts per billion,17.628571,Parts per million,0.032958,Parts per billion,1.328571,Parts per million,0.4
5672,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-10-24,Parts per billion,18.404545000000002,Parts per million,0.029958,Parts per billion,1.0272729999999999,Parts per million,0.381818
5676,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-10-25,Parts per billion,23.463635999999997,Parts per million,0.02675,Parts per billion,1.3363639999999999,Parts per million,0.49090900000000004
5680,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-10-26,Parts per billion,26.459090999999997,Parts per million,0.024938,Parts per billion,1.563636,Parts per million,0.6727270000000001
5684,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-10-27,Parts per billion,15.709091,Parts per million,0.030869999999999998,Parts per billion,1.25,Parts per million,0.41363599999999995
5688,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-10-28,Parts per billion,14.759091,Parts per million,0.0235,Parts per billion,1.127273,Parts per million,0.318182
5692,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-10-29,Parts per billion,19.813636,Parts per million,0.01655,Parts per billion,1.127273,Parts per million,0.422727
5696,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-10-30,Parts per billion,21.631818,Parts per million,0.015667,Parts per billion,1.822727,Parts per million,0.5772729999999999
5700,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-10-31,Parts per billion,32.536364,Parts per million,0.01287,Parts per billion,1.395455,Parts per million,0.759091
5704,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-11-01,Parts per billion,39.122727000000005,Parts per million,0.011042,Parts per billion,1.645455,Parts per million,0.9181819999999999
5708,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-11-02,Parts per billion,27.631818,Parts per million,0.023125,Parts per billion,1.695455,Parts per million,0.809091
5712,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-11-03,Parts per billion,7.422727,Parts per million,0.036458,Parts per billion,0.9863639999999999,Parts per million,0.331818
5716,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-11-04,Parts per billion,13.118182000000001,Parts per million,0.023708,Parts per billion,1.009091,Parts per million,0.35
5720,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-11-05,Parts per billion,34.563635999999995,Parts per million,0.010875,Parts per billion,1.627273,Parts per million,0.804545
5724,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-11-06,Parts per billion,42.536364,Parts per million,0.006739,Parts per billion,2.35,Parts per million,0.85
5728,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-11-07,Parts per billion,37.918182,Parts per million,0.009000000000000001,Parts per billion,2.222727,Parts per million,0.904545
5732,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-11-08,Parts per billion,29.654545000000002,Parts per million,0.0119,Parts per billion,1.877273,Parts per million,0.840909
5736,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-11-09,Parts per billion,22.078571,Parts per million,0.010875,Parts per billion,1.0071430000000001,Parts per million,0.592857
5740,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-11-10,Parts per billion,26.645455,Parts per million,0.025111,Parts per billion,1.240909,Parts per million,0.6863640000000001
5744,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-11-11,Parts per billion,39.395455,Parts per million,0.025308,Parts per billion,2.1863639999999998,Parts per million,0.9227270000000001
5748,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-11-12,Parts per billion,48.786364,Parts per million,0.0035,Parts per billion,1.65,Parts per million,1.068182
5752,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-11-13,Parts per billion,53.663636,Parts per million,0.006476000000000001,Parts per billion,2.354545,Parts per million,1.331818
5756,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-11-14,Parts per billion,49.290909,Parts per million,0.010792,Parts per billion,2.768182,Parts per million,0.9818180000000001
5760,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-11-15,Parts per billion,13.7,Parts per million,0.021292,Parts per billion,1.009091,Parts per million,0.377273
5764,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-11-16,Parts per billion,16.518182,Parts per million,0.024,Parts per billion,1.0,Parts per million,0.44545500000000005
5768,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-11-17,Parts per billion,17.836364,Parts per million,0.026470999999999998,Parts per billion,1.109091,Parts per million,0.540909
5772,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-11-18,Parts per billion,23.063636,Parts per million,0.0205,Parts per billion,1.1,Parts per million,0.613636
5776,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-11-19,Parts per billion,22.195455,Parts per million,0.017458,Parts per billion,1.0,Parts per million,0.359091
5780,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-11-20,Parts per billion,21.109091,Parts per million,0.017542,Parts per billion,1.0863639999999999,Parts per million,0.45
5784,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-11-21,Parts per billion,19.195455,Parts per million,0.013125,Parts per billion,0.995455,Parts per million,0.386364
5788,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-11-22,Parts per billion,24.427273,Parts per million,0.00675,Parts per billion,1.045455,Parts per million,0.659091
5792,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-11-23,Parts per billion,22.481818,Parts per million,0.012583,Parts per billion,1.422727,Parts per million,0.6
5796,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-11-24,Parts per billion,22.945455,Parts per million,0.011417,Parts per billion,1.431818,Parts per million,0.722727
5800,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-11-25,Parts per billion,35.2,Parts per million,0.008905,Parts per billion,1.5,Parts per million,0.972727
5804,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-11-26,Parts per billion,49.509091,Parts per million,0.0029519999999999998,Parts per billion,1.854545,Parts per million,1.136364
5808,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-11-27,Parts per billion,43.781818,Parts per million,0.0115,Parts per billion,2.195455,Parts per million,1.209091
5812,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-11-28,Parts per billion,21.004545,Parts per million,0.019348,Parts per billion,1.045455,Parts per million,0.7
5816,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-11-29,Parts per billion,32.613636,Parts per million,0.003824,Parts per billion,1.0318180000000001,Parts per million,0.909091
5820,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-11-30,Parts per billion,23.772727,Parts per million,0.0134,Parts per billion,1.377273,Parts per million,0.9545450000000001
5824,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-12-01,Parts per billion,28.15,Parts per million,0.014722,Parts per billion,1.4,Parts per million,0.809091
5828,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-12-02,Parts per billion,46.777273,Parts per million,0.00225,Parts per billion,2.231818,Parts per million,1.290909
5832,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-12-03,Parts per billion,22.109091,Parts per million,0.025158,Parts per billion,1.2818180000000001,Parts per million,0.718182
5836,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-12-04,Parts per billion,28.572727,Parts per million,0.014227000000000002,Parts per billion,1.9636360000000002,Parts per million,0.6090909999999999
5840,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-12-05,Parts per billion,30.095454999999998,Parts per million,0.01665,Parts per billion,1.2863639999999998,Parts per million,0.47727299999999995
5844,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-12-06,Parts per billion,29.966666999999998,Parts per million,0.014303999999999999,Parts per billion,1.290476,Parts per million,0.5428569999999999
5848,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-12-07,Parts per billion,22.968182000000002,Parts per million,0.0192,Parts per billion,1.0863639999999999,Parts per million,0.613636
5852,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-12-08,Parts per billion,25.481818,Parts per million,0.009167,Parts per billion,1.313636,Parts per million,0.972727
5856,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-12-09,Parts per billion,35.445454999999995,Parts per million,0.008667,Parts per billion,1.5,Parts per million,0.995455
5860,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-12-10,Parts per billion,43.43,Parts per million,0.005381,Parts per billion,1.73,Parts per million,0.875
5864,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-12-11,Parts per billion,42.545455,Parts per million,0.0069,Parts per billion,2.704545,Parts per million,0.9181819999999999
5868,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-12-12,Parts per billion,37.495652,Parts per million,0.00545,Parts per billion,2.0217389999999997,Parts per million,1.0782610000000001
5872,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-12-13,Parts per billion,32.765217,Parts per million,0.007826000000000001,Parts per billion,1.556522,Parts per million,1.186667
5876,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-12-18,Parts per billion,32.990476,Parts per million,0.015158000000000001,Parts per billion,1.509524,Parts per million,0.425
5880,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-12-19,Parts per billion,22.795652,Parts per million,0.013999999999999999,Parts per billion,1.06087,Parts per million,0.5
5884,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-12-20,Parts per billion,28.421739000000002,Parts per million,0.008,Parts per billion,1.408696,Parts per million,1.06087
5888,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-12-21,Parts per billion,22.808695999999998,Parts per million,0.014737,Parts per billion,1.0130430000000001,Parts per million,0.8347829999999999
5892,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-12-22,Parts per billion,28.326087,Parts per million,0.010292,Parts per billion,1.6652169999999997,Parts per million,1.0782610000000001
5896,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-12-23,Parts per billion,45.272727,Parts per million,0.00645,Parts per billion,1.922727,Parts per million,1.122727
5900,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-12-24,Parts per billion,43.45,Parts per million,0.00465,Parts per billion,2.136364,Parts per million,0.9818180000000001
5904,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-12-25,Parts per billion,31.386957000000002,Parts per million,0.012773,Parts per billion,1.773913,Parts per million,1.134783
5908,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-12-26,Parts per billion,45.034783000000004,Parts per million,0.009684,Parts per billion,1.813043,Parts per million,0.965217
5912,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-12-27,Parts per billion,51.365217,Parts per million,0.005174,Parts per billion,2.356522,Parts per million,1.121739
5916,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-12-28,Parts per billion,29.491304,Parts per million,0.01325,Parts per billion,1.4869569999999999,Parts per million,1.108696
5920,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-12-29,Parts per billion,32.173913,Parts per million,0.0114,Parts per billion,1.452174,Parts per million,0.921739
5924,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-12-30,Parts per billion,42.659091,Parts per million,0.006357,Parts per billion,1.936364,Parts per million,1.136364
5928,4006,"2425 Webster St., Long Beach, CA",Los Angeles,Long Beach,2013-12-31,Parts per billion,48.557142999999996,Parts per million,0.003647,Parts per billion,3.1238099999999998,Parts per million,1.47619
